TF	Number_of_ChIPexp	q_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
INO80	1	1.5035068699387534e-14	0.0001814045115316224	0.03907317031685333	5.464913902974336e-34	7.454780910019311e-08	4.190652934265875e-21	0.041322865981520386	1.833776310180697e-11	1.4608883031195937e-10	1.3920962807736575e-37	3.7479715245315746e-12	0.06752570261128263	2.0106439387532687e-11	2.5958544070298624e-25	1.2244617606089795e-21
HAND2	3	0.10030845885598984	0.020102189809363402	0.04462528487867899	0.31620504729628524	0.3342202876880887	0.004097381395954313	0.016065872750496448	0.1500787072276728	0.42706341231115597	0.2723853139214122	0.15489437277418994	0.2906074446227899	0.03711787741422975	0.3747598036644304	0.1530437059700018
RCOR1	4	0.0006979310910818856	0.10987083930047252	0.2816653068342166	0.0003382351242446732	0.00020283131096203701	0.04019642281982966	0.0025697016009404135	5.534027672025469e-07	0.0006473220202425321	3.3494454677844097e-09	0.024364940914546784	0.3871192451347549	2.4512326351814052e-08	0.0006585659120378407	0.1624080351974556
THB	3	1.1617497221460767e-07	6.009937260971118e-06	0.010532967124270995	2.762982871088342e-12	6.408960089495205e-07	7.870156245253449e-23	0.031752520191291336	4.536641537262434e-09	0.031078120421378766	4.371401644959195e-08	0.007534965927153893	0.3871192451347549	3.748451972208762e-05	1.9389315984260336e-07	2.228833796836103e-18
PDX1	1	7.517537486245279e-05	9.405644593773413e-07	0.4560274193489208	1.7786964934167744e-06	0.013731457229661055	0.03322968016135669	0.04554165350586168	0.08575214743436034	0.013068077297303896	5.217276507327144e-11	7.702356857411674e-09	0.0013341658426037474	0.0001424505731854138	2.5994440397872645e-09	5.219715099154134e-05
LYL1	2	0.0003597956841314249	0.16860411568015457	0.0019713119195758824	0.00019817933116181372	0.0010320484146435196	0.34149081078605154	3.685745752553314e-06	1.7174058548549747e-10	0.0003049379167956216	0.00016055648164620367	0.0006019650588836844	0.35893306281288023	2.2057358050118812e-05	3.766428708748272e-05	0.004717552538638095
GLI3	3	0.0028935693060028493	0.08344291940160524	0.0024289618389233968	3.3359007162493827e-09	0.10513816545222028	0.2576121459897126	0.2706283489231271	0.16559824596874767	0.00395999274061939	0.042267264541104486	0.008319968319238077	0.33256199581890594	1.2099947632381537e-06	0.0008488185302548857	7.389315858194742e-06
SUZ12	41	4.647649107149849e-16	7.188149993593997e-09	0.05045234570587421	0.0005822933315257183	0.009615731914933569	6.687306705337484e-10	0.029855269914208102	0.01646398605738129	0.43200796185625606	5.592801919650402e-32	3.362881225780409e-52	6.575398220508828e-27	1.208585855691558e-16	8.242520414117715e-33	6.176528341870449e-31
FOSL1	1	0.01808121486133792	0.308590379743149	0.02320522319163908	0.0041412685313205935	0.32713419192173016	0.0013083689306571697	0.0984339030964478	0.22174524182407968	0.02022164004513969	0.2033067580962703	0.013449347816191304	0.275594245046449	4.717650202885359e-06	0.01687001288999821	0.0011880893009359903
CHD1	5	0.0013472960736026132	0.4579932848568489	0.008231652722786724	2.3549592426943998e-07	0.07790282750449007	0.031147548245591336	0.10869415744818052	1.3878655061013396e-06	0.011081144049633219	0.00022185304128700988	0.0027667501399318063	4.4806518350618775e-06	0.03764348089708204	0.05118315074917047	3.4028631397730004e-06
SPT5H	7	4.04330905522274e-18	1.123773446030554e-06	0.10984182193198186	2.7962743752675126e-42	8.218243856422115e-17	7.239444487535942e-40	0.3760299139249847	2.4719244196935516e-19	7.664191134058821e-10	1.5453132036753797e-39	3.4219409805142104e-08	0.043006260523756626	2.820713312954358e-20	4.66401666394121e-28	7.130876779421598e-18
IRF3	2	5.089569330393883e-05	0.2633531139041437	0.31730973906817533	1.0176563433718697e-19	0.0075782839846461674	0.001067091769169161	0.05230703177313515	3.8228023981246125e-13	0.0014766524056932305	8.000073959673031e-06	0.005361272723560786	3.8070511272377245e-09	0.20532816787586783	0.39279254562262805	0.029265520513037907
THA	2	0.01815049001820055	0.007142760501218773	0.0006586779440123301	9.46658673476079e-06	0.0025425896448361372	0.30086985521174864	0.030786670367931233	0.3662198238146826	0.13336104600111157	0.005316389249469444	0.3774030349948024	0.0739632733901816	0.03810094266696708	0.042242461472493865	0.034418552209719934
MAFK	3	0.002893787536439597	0.002596208107333202	0.4268412560094522	1.9555555239782064e-08	0.4264139691808797	0.25561356391025936	9.396193476934783e-08	0.2803170287481976	1.0728813809317403e-07	0.015097098666314182	0.05937949636286167	0.33616918041261257	3.1686215605758834e-05	0.09856019129802096	0.4596514920008853
ETS1	7	7.346265118308861e-12	0.03940948706845097	1.2603554327290749e-05	8.378251401754497e-32	1.2601186747461767e-06	2.655218031452251e-23	0.19781260391905847	5.0336443601146284e-42	0.1118270665610798	1.2528752950393761e-17	1.3784757990467405e-06	8.554220470356886e-14	3.171319522879124e-06	0.0334949951448469	5.480027633432945e-05
RXRB	1	0.029068339966980872	0.016947201940183697	0.11898698847714637	0.004734554146876311	0.007116423337198096	0.0032602550269105217	0.35581505466928376	0.0040026005611253235	0.0024891485452513775	0.49301964283160216	0.03295264939497811	0.0012631321231810792	0.08868381277480546	0.4673004769601763	0.4605025197103116
ETV2	3	0.00012196648683184243	0.0007089135332780889	2.173400488562028e-10	0.0001286522903428639	6.517337428548683e-05	1.439086036869668e-05	0.4113385341126007	1.429121581782389e-08	0.0367346337072911	8.680398773756752e-08	0.0051763829516771435	0.47778162144241276	0.0019728970059566973	4.871594899200121e-05	0.0019460065721231357
SIX1	3	3.736131535361867e-08	0.10943897303575403	1.7263253565247503e-07	0.0002505921120536306	0.0009866181692971476	0.02836400320989364	0.0005294489643230655	0.46831655588272575	8.846196411651242e-07	1.5794584156293695e-24	9.501385071336193e-20	0.06489882421759226	1.7083383987553128e-09	1.335447148103662e-13	1.599111601515352e-13
JUNB	8	1.3599065090970335e-14	8.020460063166039e-07	0.2726797755283263	1.5220092890621439e-52	6.595894193525152e-16	4.073857009739007e-25	2.076335930348698e-06	4.973456900474477e-49	0.10194290859821653	4.947225499408882e-08	1.8106101125481488e-07	2.8442469842884538e-22	0.0023002145679371427	0.4097721957381105	0.003271899627223241
ASCL2	1	0.0005051836893256448	0.059523609539423636	0.3410129601338186	2.4094414777711354e-10	0.07758511066177493	0.41417594707656374	0.0006428937411367305	9.311464142499067e-13	0.46077119110632564	1.1458319753582537e-08	0.18932856458222155	0.2617415172345123	3.6802393904077764e-06	0.003539173605675304	0.21994828359569277
ETV6	3	1.7554704877131573e-10	1.0042219810900855e-13	0.0027267564638812822	8.01528106739992e-44	1.0663655368092983e-11	3.7854065670394e-22	0.013171849341632022	7.709400628128628e-23	0.45848798896687304	4.447010959203206e-05	0.0017819805933938844	3.408386603829731e-13	0.13598370388725967	0.48855416622155284	0.3565997671515157
AICDA	2	8.347229364694895e-05	0.008755117850054209	5.583355326246333e-07	1.890299455595033e-07	1.5720849179843603e-06	7.180844109632938e-13	0.07349432153400165	2.595892974707878e-07	0.05074191695567866	0.001288371636585215	0.10151145673910934	0.02536998204309831	0.0009550428484829988	0.029026772938320275	8.583176861922935e-06
E2F3	2	6.491318348176283e-16	0.023635575905671134	2.106896066869811e-06	4.3916888076431656e-10	1.221269774911019e-09	0.010855346981504943	5.675741208642975e-07	1.4020563084888861e-09	1.1154187740896536e-06	7.919038842881974e-55	6.398864683799071e-25	1.0397260323327067e-07	1.9670581467467952e-17	6.466400987808072e-38	1.3676167158132182e-25
SOX6	1	0.004800051993340322	0.004775515578736801	0.12530250994419556	0.09729608669972471	0.0056466677490712115	1.746480336265966e-05	1.000251311275155e-06	0.017190312651115702	0.3062932607491388	0.019608052992809856	1.28666155656508e-07	0.44444590555812546	0.060386772905397554	0.004721075094037642	0.3565997671515157
PAX6	3	0.0003706887010243825	0.3500669411612622	0.4596975021147913	1.209051232416765e-05	0.0003576998787910635	0.04463439264350749	0.39340727778387374	0.0005548504434698968	8.274978671253954e-06	3.111606109184277e-08	5.623336815496115e-05	0.18958358490767752	0.00032639423114976044	1.5356557557827371e-07	9.914561442447202e-07
RING1	2	1.3178630490712149e-11	0.025859283501652907	0.11607370394052541	7.100761715321944e-11	2.1574321816416634e-12	1.2438511790335565e-08	0.277880510216537	1.4097548794236954e-06	2.8573238958771057e-07	7.338767671826359e-33	4.013743248087551e-18	0.004138523916989096	7.790016002748763e-13	1.7955943899362818e-25	4.366134786593427e-19
SIN3A	9	1.0968902873847825e-16	0.002212162243427936	0.13146437353303014	7.449335321474651e-30	2.472313229325648e-16	2.0149979123923833e-24	3.6579054815197843e-06	5.1514755068170725e-21	1.7648136737415156e-13	8.46904087013318e-51	5.211746438767699e-09	0.4891628814785236	1.0279208503083301e-14	5.6382260226791756e-24	8.126955226661378e-18
ZN322	1	0.09804955043229321	0.0005496442137271636	0.41461586972848724	0.17345414725696262	0.17327501849867427	0.19513563029684722	0.39340727778387374	0.34780647350964544	0.29595257872489295	0.27912115158145806	0.0671763523677315	0.0021504079105926738	0.27471552243116365	0.15381350048078735	0.08230834040981831
SMAD3	9	1.1144951898518956e-16	0.1459623034937134	0.49155585144552383	1.6301016013777714e-11	0.0012903586315848458	0.11662206822550569	6.304650899295741e-06	0.0016361479593482663	1.1065112747329983e-20	1.2922930502419279e-34	4.461751097236696e-30	2.031782637728712e-14	2.2426454282338534e-28	7.47337122177956e-35	1.156418761248328e-41
INSM1	1	2.9440861724311827e-07	1.4966440142916334e-05	0.10091274640958678	1.3910247247190325e-16	1.166912279400528e-09	1.7624905442072566e-16	0.00036432974731431757	2.629012854193719e-06	0.0001583400999565236	2.4786803779790872e-11	0.06333461082983441	0.053974863768320946	0.006655797240574712	2.8788861014482354e-10	3.4545130517216977e-08
KMT2B	3	2.2946000666690977e-16	0.0001524574421960762	0.37059202739327957	7.902230845596469e-18	3.3981469326262925e-12	5.1938583441401265e-15	0.0004910347460508159	3.3797732240328886e-05	1.2149858073947822e-10	4.3768133307341424e-36	2.441555854943374e-23	4.976529691347092e-08	1.0009284252416738e-18	5.728171310124616e-39	2.31542148877088e-33
BHE40	2	1.1430794261742065e-06	0.0901191002754598	0.041572882130079154	1.237377686678539e-12	5.747030490511946e-08	9.947595314229051e-09	0.0018536006822711607	3.0977686244625446e-16	0.1025340642214966	3.867056453645559e-17	0.04907353021962661	0.342980970709751	3.586340488908173e-10	1.7030527047108154e-05	0.010482577124993668
STAT4	3	3.1024470404687775e-10	0.06556601476700791	0.08509838440220016	2.065064838875904e-14	0.020277149376841677	5.275454178306161e-09	7.987314810420802e-10	1.2679217829604233e-32	2.471677119183024e-12	0.08209964269458248	2.5765343354391266e-15	2.8075162884698382e-18	0.056196460300952725	2.5270964635411195e-07	2.941341527365087e-14
RARB	4	0.004978695280029749	0.42566959796104714	0.05230792014679568	0.01061938717202927	0.13153088050065556	0.00011208558220398417	8.250708982999166e-05	0.0027636067179830173	2.1471557068607002e-09	0.014861235001156856	0.06641222045159244	0.12256823239602474	0.4142845125571764	0.014248636565479906	0.004717552538638095
SALL4	6	0.016065164995137576	0.4693425914995746	0.03778264830723546	0.3551910914477021	0.09681176200402776	0.0072005828126950056	0.06473397348222192	0.07116120689603618	0.0008394619943456297	0.005463665464110107	0.0008968600988467285	0.08511116468839272	0.00034448471551673797	0.0048825144244390795	0.006404231527258177
STAT6	9	2.3058288398641684e-12	1.0766750370572331e-06	0.4902837334268731	3.1243386704246292e-30	1.77059141383568e-08	1.484279902856575e-20	5.598269224958234e-10	1.3481789437582341e-43	0.002300210482772527	0.06834935219932108	2.911202198991795e-12	1.0221012038283263e-18	0.09150303220483813	0.005197387259311809	1.650305724405709e-11
CNDD3	4	9.358319535995314e-17	0.002091037358604241	0.03246448499449581	2.2625318352309902e-32	2.146114262827389e-12	3.2277518719877186e-21	0.001810705570629098	7.47035428733386e-09	3.720737357053399e-17	8.342931842466497e-37	4.606656994047917e-14	0.007201604108906566	3.97441375787189e-16	4.958677591023643e-30	1.3528865265557969e-33
COE1	8	2.4738377467904908e-11	0.09030945019195087	0.3605601442508409	7.906634528009642e-19	5.2944398027133035e-08	4.084311597144882e-06	0.37874544839560714	4.039326134476516e-31	0.005539866091472195	5.532026376054543e-31	8.536713197806314e-09	0.012470878814489161	4.2393816256365875e-18	1.326185704735936e-18	2.0578847349481515e-08
FIZ1	1	0.023818233766301135	0.20304279861528168	0.37175302853840225	0.0011486153655249057	0.39277924881973475	0.011000634750470643	0.0059435214154201785	0.42029760980981995	2.2770483178066145e-09	0.26945472194579173	0.4166698953546083	0.4404052685460295	0.059304995715758986	0.05584388081888004	0.054197648278105456
FOSB	4	9.63346939246361e-07	0.19311117284861648	4.085014895678199e-05	0.00019318633309528196	3.3929686144993496e-09	0.013822750559428179	0.21889492578720487	5.994116691551482e-08	0.25185962830746117	6.252058471917092e-11	1.0144547454442722e-09	0.0002923037492982377	7.340266209280205e-12	2.573204221201345e-15	7.168210347561386e-09
TCF7	4	9.038796431780868e-09	1.4132074534166683e-06	2.340091296282016e-06	2.9660311757713044e-16	3.875976228105453e-06	1.0523112002257852e-17	0.15048583726818612	1.3365994778713667e-24	0.011655421323730656	1.2285575339528554e-21	0.1538911190216507	0.0006988826350055535	1.2099947632381537e-06	3.107861330791232e-05	0.05213452528962682
NF2L2	1	0.030150627066219515	0.0738519166959457	0.37865085268417203	0.4461639348991106	1.2389489670292247e-06	0.25561356391025936	0.1535435475045595	0.04447309691595638	0.12251977530550717	1.73679776205184e-05	0.06266087643601638	0.16117241956018225	0.32983165278229065	0.021548939717345804	0.12448774088480094
BRCA1	4	1.1847283149271233e-09	0.0014167224019670376	0.04503763595684534	1.2884878220894815e-28	6.760478035534764e-15	1.2899279627745862e-19	0.0014245590946347292	2.7091093942210245e-24	0.29484283259168004	5.646337633818532e-16	0.4325172027739456	4.1157690750878594e-05	4.63072484647136e-06	3.9801258876412443e-07	0.07100920073150141
NIPBL	5	2.0495883270809746e-15	0.005834398845176396	0.0003512061185139058	2.0740411219454882e-19	6.940976215489104e-12	1.212188241485504e-12	0.3013938030666027	1.1917180603371534e-13	0.0004169112946214912	4.405741162942998e-39	2.3222848990693103e-22	1.4412239782889872e-07	1.6236977148617566e-25	5.214032200642504e-29	3.4535872080672075e-22
NR1H3	3	0.0005987969900401879	0.003670206045485377	0.13094117026565824	0.06767297999679191	0.4547176577308266	0.046802551591711095	5.403680989099221e-22	0.12064610999547976	1.0365826839157975e-08	0.14653603258424178	0.4498349103972461	0.0014293776707428325	0.4987195281292778	0.11717707099718802	0.00029584936320263343
ZN335	6	0.033350551274173225	0.14475624508858098	0.0011774319177062758	0.015862768073054576	0.25021274847449043	0.00850514434591229	0.09825298217729912	0.07600010358945698	6.441600962401356e-06	0.042267264541104486	0.2331663476072541	0.027207290696643304	0.4138424964936702	0.28949459737798366	0.23687238240186329
ELL	1	0.04700982883247738	0.27718539430916045	0.010948921078121813	0.1837134674679607	0.06302510646438557	0.0060818356701190955	0.17369371414545706	0.00899590230795612	0.411093679181167	4.4397806856778095e-05	0.01741287729722434	0.19214615861921666	0.3988499658512542	0.10923350737932445	0.28974210683863083
UTF1	3	5.0088694761924765e-08	0.32160666738407667	0.03356635715749986	8.916408513799228e-05	3.592347639251206e-06	0.07541156085733257	0.12352981395449873	0.00038903785657282527	0.007489519530311951	8.954895353926792e-22	3.7094394572974895e-20	3.1148216959924277e-06	1.0221952461373377e-08	1.5883438572218375e-16	3.968464680339708e-14
SUH	14	3.988759207300256e-07	0.4251233400184921	0.39782003916597847	7.53554855767792e-11	0.00013949216451065966	1.649746314866473e-07	0.007031596032827189	8.084672433914168e-08	0.002473277536838525	2.678885303347826e-23	6.561470094524627e-07	0.028494829948403317	1.1261805027062087e-09	1.8044536276630253e-12	6.14867801340893e-06
SPI1	106	6.689598861994126e-16	1.8833623446723582e-08	0.04293557881264653	2.3620009919396753e-49	1.1306136197576128e-22	2.027894379879387e-38	0.12090797754011515	1.283685227046413e-38	0.0012890722563051035	2.928844109691205e-27	0.3021378838591096	2.286220931860426e-10	7.725680913293352e-09	8.064430194201706e-09	0.32545383367985026
ATF2	2	4.585707728616848e-07	0.0005695103615049265	0.10017532614674464	1.2105495265199375e-28	1.7753417531481184e-06	4.780538020193272e-09	0.11827286413198189	9.477750917296154e-14	0.024112554853228968	2.0125985763301906e-05	0.04861523040417512	0.010006697853165684	0.0015291954435159212	2.0235206733896615e-06	3.7884444886535167e-11
CRY1	1	2.6976019868712457e-05	0.014487808190170703	0.3098083153315517	0.17561027206604388	0.0007242454735476712	1.1415793859208163e-11	2.6844161751431645e-13	0.0013356243891442293	0.0004354972207309788	7.056249116836849e-07	0.017143779892227883	0.036732922989914714	0.0005227699971016228	2.30012898855721e-05	1.987624042893967e-11
KMT2E	1	0.03538989829054092	0.003618054651778881	0.0029863903803054033	0.08244893411029187	0.10658135867694173	0.0006784886004602749	0.23506754567817204	0.047269784464856676	0.0012735198655343643	0.009571233845017126	0.17131698243200041	0.26847675742017385	0.26651971456111234	0.32103814867204633	0.1407786549120993
RUNX2	7	3.1621356764814847e-19	0.004713239809263651	0.06805339244933976	2.4040248654842433e-41	4.655092566936066e-25	3.881034438136527e-21	0.21891408567526024	2.399987230155615e-27	0.0002728772187558759	4.14149548095596e-53	6.726142436833309e-19	0.29530374683410093	6.711110652002873e-14	1.157369025295009e-34	7.831312065327933e-22
ATOH1	2	2.1014807570202547e-08	0.027142917139497135	0.0022974532110370607	1.8741208673556145e-09	0.019575866442648943	0.0025992662705892292	0.3168793135290207	0.0028753098017672324	1.0719697445980692e-06	1.0731340942642742e-11	6.941933406120042e-14	8.372600150539993e-13	1.4502100345975055e-07	1.9507360298852102e-15	3.1966716463589403e-24
HDAC3	8	1.7582227264339459e-07	0.004308998609868492	0.0003345684379278437	3.6102369352284385e-20	1.2545974940793335e-05	6.891067450551592e-19	0.22144221564992336	1.8465533211152713e-29	0.15163300674366814	0.00027914711509465054	0.1459496468434769	0.006017993162976493	0.00027903451152302863	0.022815676133304843	6.195143096276012e-05
TLE3	1	0.009392668742647327	0.3745483621274625	0.00013835585594387556	0.32104858528027547	0.37315841594083904	0.0012488277849773569	0.0006428937411367305	0.11274907520504118	0.008161922242567376	0.04470093934992413	0.0010925020061071083	0.00033775655397769557	0.00044889011314007535	0.11793353875025511	0.010385069225937541
RBPJL	1	7.113088011224811e-05	0.001883847968532854	7.04159891298637e-07	2.075675519055103e-12	0.0047954428512345	1.212188241485504e-12	0.14103829886252364	0.001322449785372774	0.282299098233986	0.04497426874525803	0.001827236924036545	0.09147357534381287	2.1930272073521507e-05	0.02904666162031334	2.103383932278975e-08
RARG	8	5.950201091748836e-05	0.000796639008006154	9.820660996124957e-07	0.00020725052800017732	0.00022483817020771984	0.0001356955611224078	0.30958652378301266	0.13410856505216898	0.0367346337072911	0.0038138155655279686	3.4806133347542737e-09	0.0006457441030597654	5.6912309400959165e-05	1.45898173176922e-07	1.2985633273386867e-11
MSL2	2	1.948842620432766e-05	0.08433291800092435	0.010519557060056656	3.5444375296926804e-08	0.40492332898831374	0.01595258442040817	4.983609094009751e-07	0.0015253643985787167	7.705253999979808e-11	3.1675411352560245e-19	0.00398683030370907	0.03970107103381237	0.0009244020451412183	1.4405198073592398e-06	0.001435132840209297
REL	1	1.611943951299949e-08	0.005317540294865647	0.12836858731294237	1.4465579746752936e-24	0.11688748536993905	1.793309480489682e-15	0.0009990616190971389	1.1184865038205194e-20	0.006107569008580898	0.2628189994097382	1.8460297382080464e-11	3.485567570874587e-18	0.006433892873403874	0.000587845855131361	8.850602036380152e-08
CTCF	94	1.1147442303798607e-15	0.006090591896360861	1.3314089833121843e-08	1.8104529035829086e-28	7.926681736088671e-21	3.443500287458171e-13	2.8544261134175076e-08	1.5426862712298518e-40	1.3169594934068503e-05	2.815654678548971e-33	2.135168406894046e-15	0.3957676002634485	3.9102835887480835e-08	1.1623067824952933e-17	1.8207649215168962e-15
NFAC2	1	0.005652903559241017	0.021520174568139434	0.0928727361519933	4.851494442961603e-06	0.08095662521563936	0.00037157932200264766	0.42575115792063434	0.18490833115568525	1.4454034325166095e-07	0.045599031873323384	0.12213018907914892	0.3377576408136983	1.880017448116442e-05	0.0006502798075006058	0.44580115006323323
COT2	1	0.12455036673807032	0.06413690577203254	0.2559930811586219	0.19133852142625854	0.011546202410911144	0.004442904449250071	0.44619481278086437	0.25257229057660946	0.29484283259168004	0.28085265751168415	0.23973355613305777	0.47646765149154036	0.10571083873285744	0.03415823743234879	0.34852088781752977
HNF4A	13	3.16215630926351e-08	0.001977211231962547	0.0007347057228038305	7.44447217536317e-11	4.796527709853817e-10	3.998427569605151e-20	8.543164078233845e-06	6.765170329763244e-09	0.000134846914450289	8.273151850681474e-10	0.023622007971941063	0.4249506958122183	0.0016284317704345908	3.58136764830957e-08	1.2766350345979925e-22
CNDG2	2	6.436046513690238e-09	0.15032575227366593	0.003147240368003274	2.99077985154718e-06	0.001241837043198832	1.8394804655864216e-06	0.16552569338693782	3.140954691592375e-07	8.967110096911824e-05	1.1392027322297927e-21	1.1122397880094586e-14	6.032291680048752e-07	1.7795002508458713e-12	2.6324836040083e-14	3.878250043374056e-20
CDK8	1	2.628906869787678e-13	0.002732874336660155	0.010948921078121813	1.186137864630633e-14	1.4782161579765296e-12	3.985032817037982e-09	0.3419216720372639	2.069740260014934e-08	2.672250889413344e-05	2.0573813870523585e-33	3.7315434344206156e-23	1.8452074037472033e-07	3.689770435394221e-16	1.874450570556046e-24	1.9440850992156254e-24
NFE2	5	0.00022256263084875346	0.01515124930628862	0.07064675855972964	0.0002049620447233372	0.0011113019833183702	1.61922206155093e-07	1.043370802927879e-06	0.0026409229871953016	0.0005313275918164861	2.3331617894368064e-08	0.23493317123468363	0.07833316263781588	0.05146300398669303	0.000611443203661443	9.369920781019587e-10
SMCA4	23	1.3272596841840365e-19	0.2115167029577988	0.4982296098619267	1.9229332984736358e-36	1.5514383357065197e-15	6.12731777233568e-13	0.008051983003181124	1.1996264761499495e-15	9.347604096428931e-14	8.443703445389458e-60	7.392420091814226e-21	0.0007122016267310506	6.336105572062966e-30	9.801713400537253e-37	1.0963345880300089e-23
PEBB	5	1.3033023510577335e-07	0.001444548068774227	0.011493607552642797	9.358779855426869e-15	0.0014066432152865915	5.1139071056433046e-09	0.02376221712475022	1.9910270121859875e-10	1.4597450952877196e-08	2.8975256412202067e-26	0.012009358458437307	0.3030805956251678	1.761224274880655e-07	1.067130846056438e-10	0.0026663024790621356
E2F2	1	0.062345618389137394	0.08827706572600487	0.41181229868232416	0.042204960554309924	0.14706421925484592	1.9551245159780754e-05	0.45586196443372423	0.026569690199377185	0.003983015949736697	0.22148269054549108	0.30671634534327713	0.2702786691501933	0.12824806597473365	0.09293413592710947	0.28783559975449624
MCRS1	1	7.38871072581118e-14	0.0009315847918798142	0.01173010420317235	1.1006896499464733e-19	7.014305763247944e-06	3.582218137024781e-12	4.303207172926555e-05	0.0005668199591216936	1.965525198369605e-20	1.3527857796277696e-33	2.5765343354391266e-15	7.94180468389652e-07	4.509073603390652e-12	5.514852636758459e-27	1.449152271520476e-25
FOXO3	2	1.0275781609367186e-07	0.015206848844419689	0.06792262912627282	1.157266992892685e-06	0.005702577691690238	2.3276615055632136e-16	8.250708982999166e-05	5.080098534986537e-06	0.0002461759065594759	1.7266204768002667e-19	3.5362441607224914e-05	0.00015955123759242294	1.3615238119245694e-11	1.467101064647243e-10	4.594055823950623e-11
CRX	2	0.005042097392887904	0.3871979083797581	0.07189842061012441	0.29701478730273456	0.439953096880167	0.004123415183415758	0.3437416041849496	0.01784941546917909	0.007424262294895221	2.2246382429587255e-06	7.202317237928851e-06	0.0013383204194266274	0.0012425844859619043	0.003668129242923689	0.00010277598386830058
STAT2	4	0.0	2.1109630617310064e-09	0.06840082750292127	5.187001703547923e-22	0.05245715297017764	1.6049163618775544e-14	5.936524626167257e-32	4.3654551681921105e-55	5.419716406313184e-37	3.5309983076710994e-31	1.4293350385962896e-77	9.932894517566803e-85	3.0269452084517137e-23	2.2170748162346648e-40	5.7840093843485435e-52
NR0B1	2	8.739354123726349e-06	0.16164910861678042	1.60048336894279e-11	0.016110165781389105	0.0001528353347671341	0.00993871578567383	0.00043818381188589925	0.1458436225969981	0.026178914289694332	0.002979852017225149	1.6263194059584602e-14	1.855997386219963e-07	4.641119591384042e-12	8.427759746754257e-05	4.0684031487917694e-08
HXC9	3	0.024614419672320875	5.756664572376116e-05	0.3410129601338186	0.052732865139236404	0.0036166709713633585	0.2576121459897126	1.6099847784452788e-05	0.10954237796494232	0.023579353792813045	0.36137274181437745	0.007440521770904073	0.25472160995063353	0.27951397566891967	0.07963880120676248	0.04900803071606925
ZIC2	1	0.004297308653992269	0.002486360994752509	0.013903636798535795	4.772245842480568e-05	0.0040952533399833185	0.0009004052389313122	0.00019987458766299458	0.0036518005512980118	0.006391719137551111	0.037016499744116464	0.01299072699759954	0.00401801154350428	0.04257485562518763	0.2640540968729269	0.0011880893009359903
NR4A2	1	0.059575195739834184	0.2896614450252668	0.32691174984522925	0.13575666673876238	0.12870403121405286	0.04243791272398368	0.19788480662444505	0.40496651984910653	0.1117729984035756	0.4698997360207447	0.0011981523818811878	0.0014103386893590537	0.029723162358484725	0.08300288629240955	0.005758253493551806
KMT2D	13	1.7990695551649558e-17	0.0011136010511649424	0.2518062406403851	1.5011105088393453e-37	2.574314590938227e-20	3.5658667252930254e-14	0.18764451741032945	3.790938495477715e-26	0.0012735198655343643	1.169103356908149e-42	1.0367375193734244e-17	0.02536998204309831	3.526391080273283e-13	2.3431257657799331e-26	4.183883160219776e-34
IRF1	4	0.0	4.369355857397152e-11	0.13542954694027848	4.0240053526064826e-42	2.7161130819890114e-05	1.8895323184254366e-18	3.339982989412264e-17	8.669475843173763e-58	5.53502872779824e-18	6.028918357553983e-10	4.1842481669907394e-46	2.3614396529304544e-57	3.098882210581373e-07	9.498399432886142e-22	2.8009039176132326e-25
KLF1	2	0.007989704546942925	0.49300402033017343	0.0036526290218971452	0.3047523918147373	0.39482730029750185	0.4493083869630478	4.44972933340765e-05	0.020606088431063294	1.7051185543569032e-14	0.4033176691748035	0.18765479233776322	0.033957687665809734	0.04465340146309075	0.06139942133462185	0.4027426750897634
ZFP57	1	2.010445028441866e-05	0.3593074747265631	0.010948921078121813	0.3047523918147373	0.08005249840189786	0.07508820554278857	0.03270599007052288	2.1110388990329165e-09	8.0344123338028e-11	0.0005019533710848374	5.329766775936271e-09	5.181402039373021e-11	3.7909728066011474e-08	5.004391431257773e-06	1.6763359365134844e-06
LMNB1	6	0.13380542710709478	0.31707805949694906	0.23011202808816306	0.21335543196593937	0.46774348438861413	0.021349336533613587	0.44186018978775	0.426728441009586	0.1063281710731153	0.166305457901794	0.004595997783154536	0.12518253653208508	0.059304995715758986	0.07051309662812384	0.4728843279429026
TFE2	15	1.1682142602299655e-17	0.09835267188428647	0.37362948148931724	1.8292616019183194e-18	3.69326555357588e-12	1.50430436910442e-08	0.0016545562438411757	4.602333725107828e-18	1.468812530210415e-09	6.466962544593961e-63	1.3699617332334108e-23	2.0080062641626974e-05	1.6565574322318284e-28	8.582308919903748e-34	8.34555415867279e-20
DMRT1	2	1.2074957588093974e-10	2.7087928170026066e-06	0.00260803807585698	6.432454495487952e-06	0.03422382293883562	0.04047546224263351	0.007358956556565834	0.0008440077465644106	0.01394084304231204	4.8249095697754375e-31	3.356577396892866e-23	9.438511935053809e-11	7.431294780940055e-13	4.693585123962307e-21	4.820605024493016e-21
