TF	Number_of_ChIPexp	q_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
KDM4A	2	0.0005199653235900137	0.49719515709157114	0.0501551242212834	2.5534430128906523e-09	0.07793183002505298	0.08433229223438699	0.01016304994653574	0.003318713250822902	4.714822779473199e-05	3.4777290097934506e-09	0.006285314432212625	0.2517793104920524	3.8863764903183665e-06	0.0010958077533275584	6.7699116945133744e-06
TOP2B	1	2.0957247604600937e-08	0.01582988378926727	0.007330785670801852	0.0020538849671946813	0.009929789574708804	0.16263132826390297	0.0004738454908087189	0.08104037421355172	2.3188645106902628e-08	2.368555359038105e-16	6.459214893569847e-18	1.3958126454136933e-11	9.698534239231444e-12	3.302682836853977e-15	1.344788123962854e-17
SUV92	1	0.032708677091365206	0.04160538508944966	0.15684737320982112	0.3963299491183065	0.4295410857177502	0.16586618116396595	0.00032481320208469666	0.013693382807041559	0.010702123239465842	0.43485094397558627	0.011329759170251981	0.0019331671386594465	0.2915813145535513	0.08214428057311855	0.0008017769703230193
NFKB1	3	3.920230030273177e-11	5.704707284087744e-11	0.0009699631715488336	5.926831143527382e-44	0.00028295379462484104	6.94104945845245e-14	6.296067013370277e-08	1.029107163047087e-21	0.4755768227858042	0.24977350261736206	8.192695082851862e-12	1.5929444691752595e-22	0.2314652331927361	0.00035739344860589116	3.783146155082707e-07
NRF1	2	2.3801073168548665e-05	0.15994660504695812	0.0008152466086335817	3.179333410708477e-05	0.00019735918210768622	1.0197517586559088e-07	1.1294656095947368e-10	0.004463326343606906	3.1735384497395617e-16	2.803713493130783e-11	0.17729503128330118	0.006516377726201531	0.32265004979009493	0.0012359461822399036	0.10858166304777786
ZC11A	3	4.454286196809099e-05	0.4188534801394166	0.0003702636296134085	0.035984324734647265	4.4134320612547986e-05	0.05808866113213533	0.0005598174114199275	1.3285730713642364e-10	5.027295743080974e-06	4.802615908980947e-12	2.0827833565569436e-06	0.2903738328544316	4.5566892642652595e-05	1.2049565998562683e-05	1.4186418499834918e-05
PAXI1	4	1.0438775045027797e-09	0.00013640409647840672	0.09176805240829881	3.5181641147818557e-31	3.773779192110317e-09	1.2514529184413369e-17	9.759220482433579e-05	9.545807503063503e-31	0.4549943366881318	6.326284772252756e-08	1.9335298506006287e-05	1.482323902403328e-10	2.061645149306653e-05	0.3810921859677772	0.0001452603324978628
OGT1	2	7.618542358044776e-09	0.0034381210308098713	0.012455230221068899	1.470811332385101e-23	9.958714104149687e-11	1.407546771030149e-13	0.0003639590665120071	3.6840164451983965e-31	0.3234469600521109	6.034770579971832e-18	0.4458391682739532	0.00016952650229194448	0.0321629769275003	4.504878264719936e-05	0.00877035883599418
NFYC	1	3.4383135294390926e-06	0.014514247099690167	0.37865085268417203	6.924549087920337e-06	0.05731324826911575	9.35261296648341e-06	0.39390947530696696	0.39760007549224763	0.002361921544098839	4.873172736088103e-13	1.0455328662984156e-10	1.8907780506553597e-08	3.593235698184983e-10	2.8667776254971516e-12	4.309685890344206e-09
PER1	1	0.03759630756573619	0.15448815121025225	0.45533237949126726	0.14718648438160412	0.004879360071730701	0.0012343077819542202	0.04294597330718574	0.010122333980737254	0.3059407215452144	0.24908536505877416	0.014992019650352378	0.008632676432492783	0.0022303217046788014	0.3735444863750681	0.05061167115591909
RXRA	34	8.04155667892423e-11	2.2271278567774973e-10	0.00013745211940387702	4.301356295156206e-16	4.645549758700024e-06	8.007074703075978e-24	1.451577965139312e-08	9.7098923366114e-12	8.321029624185627e-08	8.763597095513411e-13	0.0005784519023150709	0.04622844930736494	2.029274085495582e-08	2.9407902161923263e-10	5.886446362782047e-25
ELL3	1	0.00016441399797396424	0.2882819941162622	5.914475275897535e-06	0.013994296270884509	0.008198252969222518	0.030710064913982302	0.00038695530083898314	0.1049545573818472	0.019477929431477234	0.0007299739013209376	1.6085365833600723e-12	3.5941144212835096e-09	1.4583630989024978e-06	0.022815676133304843	1.5806005667426212e-05
TEAD1	1	2.487072862036395e-06	1.2522381145167403e-06	9.291549993954005e-06	1.8513668481290738e-19	6.469637032007448e-21	0.0075293449014533385	0.0003352891034877986	2.580406121706599e-08	0.10899161500412947	8.2138261043921e-05	0.002853621414573509	0.0009734161960786055	0.48185632292249386	0.13005608639047186	0.0002448754138802295
CBX3	4	2.285806506781183e-13	0.008905980665667668	0.00892837049845485	2.1153193786571955e-25	2.3339154241844868e-07	2.827739434974539e-18	0.0011885044737856042	3.98424005957954e-09	3.53480121574535e-12	9.52110021672958e-30	1.8358034530705243e-10	0.0016703099596749517	1.5607439255847166e-16	1.5044909011812936e-25	8.34555415867279e-20
JUN	12	6.676929862980932e-15	9.987647740742736e-07	0.0033034274006998967	1.225612222045095e-57	7.3462791155171e-21	1.3743235198125113e-31	0.4195098982496435	1.6091940601238148e-35	0.0011369090532225277	3.03490779714944e-19	0.13584235487314755	1.3963936839216518e-12	2.758710023772544e-07	1.168260214507554e-05	0.060204278017833825
KLF3	3	1.407415471172639e-14	0.015677972927160763	0.32691174984522925	5.316058643581142e-26	5.154794585140966e-16	4.2441076539905175e-15	0.4570586288018043	3.744090860788561e-11	0.0005377645424210179	6.524269646096512e-47	1.884863369154401e-17	0.21630444032730337	5.505929582244864e-15	1.57872676357044e-28	9.433638739411791e-18
T2FA	1	0.006968150722478315	0.38487239631991205	0.29625531495356544	0.055518388885041625	0.4483009831339792	0.32929208130485293	5.696491321902142e-06	0.03238398162214978	0.003096545021768243	8.225467538662018e-09	0.018249790419495912	0.05475350832742047	0.00720477504176088	0.000748611939205873	0.02688760211204799
TAL1	18	1.0096395789018168e-05	1.7168178779157506e-20	0.12703264884494295	7.67672963554538e-06	0.0024570185597919303	0.23932598682252917	0.0025697016009404135	5.73329145012716e-14	0.013475951647522341	3.5242621927405946e-16	0.32736475829708706	0.03142508198977337	0.0006377857417458923	0.02989230997295434	0.08465605365772166
SMC1A	9	8.60633292240042e-12	0.04422083629739446	0.002171845536856473	2.2852114469065397e-21	1.8047225845519677e-13	0.00780717030641292	9.704977933132874e-06	4.63594835641717e-25	0.00022925096370915248	2.4783475542534763e-25	4.679987403265266e-17	0.14202919859656835	1.5229200308483098e-09	1.29371192543046e-15	1.1814737652818811e-17
KAT5	3	1.3119075133144569e-06	1.5593629718971348e-08	9.1572899545935e-05	1.8287133191646137e-08	3.1458505406830303e-08	5.947858205499853e-12	0.000579184317096399	0.0381957980264165	3.7545518521597034e-14	4.169092679043136e-08	0.017637834166874245	0.1897699860682235	7.627960386116819e-08	2.522047931240199e-05	4.106009812831482e-05
ZFP384	3	9.490461034967944e-08	0.21580600311612658	0.0029863903803054033	1.0902870703640728e-17	2.49691145880095e-19	2.526316197793752e-09	7.802632908848683e-06	5.348988620171179e-24	0.2944781178582487	7.51789928002309e-12	0.3697121867028101	5.0000419130877224e-05	0.10756238233582176	1.2495620027014213e-05	0.4725660531892724
PO3F1	1	0.00011974898207178871	0.0012771523652003079	0.05482216410744129	0.35932267458680367	0.004119300481009741	6.577543738532746e-05	0.3419216720372639	0.40643823288156355	0.00046100824778300923	2.7135478196772707e-08	2.1884318943373067e-09	0.0001662828664446873	6.964541873670028e-07	1.0880283495302241e-05	3.81552440671839e-09
SCML2	2	0.007729110110461087	0.06556601476700791	0.02169910975782626	0.001464852136439024	0.023531803419005584	0.3407394779623346	0.12963130102993742	0.01725779155141315	0.002582833379954611	0.08012501713343467	0.00023734888236713833	5.8746070440236426e-06	0.07002828952410108	0.00479234336689602	0.000750021443213254
EHF	1	9.28515141525918e-13	0.0008859697453783215	1.7427715496173624e-07	0.0003592558577921688	0.08104722384155424	0.004898512461171065	2.0859519387737322e-09	0.021072864187442208	6.19735574518967e-14	1.073881282072479e-43	1.1083578873078903e-23	2.8750737509861014e-14	3.126758022022676e-07	7.927731818183636e-24	6.956927830134978e-20
MK10	5	6.137197878260654e-13	0.20422098343371328	0.006673045523932424	9.339431709234898e-20	0.007938715334666547	7.161002025263222e-10	0.00013309918258656275	0.3016978786807955	2.437775280355062e-19	1.6784335302598103e-31	1.525396403214813e-13	6.163988900245495e-08	3.0850830490679666e-15	3.211580225747072e-29	9.710401296467159e-22
HDAC2	2	1.8042777268392786e-16	0.03212730661004616	0.062087596602217986	6.694408390160921e-11	1.8271465567303204e-05	0.0007178742132734724	2.832986961291408e-06	1.106287753381396e-05	6.252884643322347e-11	4.7545421977314614e-45	6.142011221752456e-27	1.730875959262768e-14	1.0235221537006315e-21	6.305256592180951e-36	3.460636288997495e-39
IRF2	1	4.072448304186789e-12	0.028132950003152284	0.19853865504663007	6.28123319057865e-14	0.002813248418650117	0.009922317551667094	8.277614692866892e-08	4.323983869524502e-16	6.703459991459816e-10	1.8205866883193565e-19	1.7155573460481305e-26	2.8106183570435387e-26	2.322981881203625e-10	8.992612764212263e-16	8.009642988307898e-14
ETS2	2	3.227288126420974e-11	0.00015575148665652688	0.21802387084377747	8.963439380187126e-43	7.787967781014458e-11	1.1841854012712089e-34	0.2923286449523354	2.6162486252931853e-19	0.00010252860508079075	2.2276225700502667e-10	0.000237872764905662	1.2385634686978803e-17	0.18290821523717923	0.07509235758682757	0.0670107683259614
MXI1	2	1.9693310442712484e-10	0.0025935851439018703	0.18670009473858695	5.855680104423811e-28	7.917875252090546e-10	1.038608622993568e-26	0.06845922158037275	2.2881544711414884e-19	0.00041921182402688504	3.6162062007445954e-22	0.01911556159860903	0.17738573885973913	2.2033102997871594e-08	2.306619636664166e-10	1.3829860195095949e-06
TBX19	1	3.098096602260565e-07	0.029356654867478085	0.32522807520507163	1.5354980680983495e-05	1.1183536509288366e-06	5.731348498971147e-10	0.0015836667169560543	0.024768325663188703	3.599060917432873e-12	1.4738326105678558e-23	4.33969799873214e-09	0.2974083224189651	0.0008077950137675235	2.6730786952779456e-12	1.377292534349852e-07
PRGC1	1	3.4533028814066205e-06	0.00070592921310627	6.936968133217014e-11	0.00021018069914214576	4.3215893676647786e-05	0.25574303609206633	0.1999056012531441	6.057224230317012e-05	0.0001153950661439585	1.339932023260276e-07	1.3034732352396718e-11	1.8157631645236545e-05	6.548357590825317e-12	1.840518293526042e-07	5.645623689370328e-06
ELL2	4	0.0026108835486916685	0.12258856837928186	0.1598411876491289	0.07651801330597899	0.3345196344091199	0.2763416598645028	0.0033922979070416235	0.13075036511209945	5.228031445211361e-08	2.4969658612290217e-06	1.550046045855067e-06	0.0002433530506730356	0.014838459795022949	0.006012365184691257	0.002532511532889076
FOSL2	5	1.210229634718071e-08	2.976049815880462e-05	2.093917251818967e-05	1.8211724077666299e-31	1.9828345628275268e-10	1.9386749069905075e-14	8.477850816512793e-05	2.980442716573459e-25	0.20550296896511483	4.424603729359274e-05	0.04737077129584803	1.0554308412524005e-08	0.004128769364268957	0.03194546238867257	0.21876490500976506
BRD4	8	4.111386359817222e-20	0.002830529330347589	0.0023019148520775044	2.0481939349720494e-45	3.3238539209751763e-13	1.0243553807921753e-24	0.0008563490424003928	6.891978362629034e-20	3.779642587067215e-12	8.244018418997065e-51	2.707511673998822e-14	0.21838384370865296	2.882012181113333e-20	2.157397489456159e-38	1.2835543540413409e-30
MYOD1	16	3.615604967438176e-19	0.4388055785606801	0.004876121229436896	6.744082673600544e-05	3.5096587318070774e-16	0.00014539828200282501	0.21889492578720487	1.246635586971204e-10	0.01149613315629127	3.300185490826056e-54	2.085979688061558e-56	1.8444511193470982e-11	2.302567281448324e-19	1.670305879613524e-29	5.78347738968759e-53
SMAD4	2	1.5394065545387766e-08	0.1366242566542265	0.07803004071314122	6.27315193234475e-08	0.005859697960533957	5.674550719633854e-05	0.01649953887509516	4.45713175710059e-17	0.008017529620941113	1.080789635885677e-27	9.596920591001586e-09	0.00015955123759242294	1.182611426875917e-10	2.4050907745130646e-15	6.800640680858186e-11
BACH2	1	0.0002669529988883161	0.10987083930047252	0.18760634462497375	2.781832960543943e-10	0.006549006357234453	0.00018185680923995075	0.322453255450875	2.7214041193094527e-11	0.18548386212867643	1.9088715689408506e-07	0.03754278617917844	0.0014464454002033726	7.761290958609632e-06	0.2794491122608678	3.735195841450992e-05
SOX3	2	0.0175837625603089	0.0901191002754598	0.029106283701777754	0.17349265130889385	0.4831417134766522	0.46777699451252075	0.01946261093935349	0.2858035691017291	0.008161922242567376	0.0002720700978755591	0.00038914511108219377	0.012865201947328108	0.005578237434856405	0.009943682369178993	0.0007656897361261211
ATF3	5	1.4510236509309594e-12	2.0572554615590306e-05	7.717779721580736e-05	8.663180424609767e-52	0.001035738262338691	9.8191115268133e-14	8.484871187089891e-09	1.9344058747236035e-25	0.037814913058251236	0.06153441297149909	5.56483667634147e-16	8.07548465389615e-31	0.24904223824551477	0.00035739344860589116	8.583176861922935e-06
TBX20	1	0.002207631723929839	0.06232037398765858	0.3275073110471699	0.0001277335937502622	0.06325757999301276	0.007653192894212228	0.3340381474432128	0.1071648113659718	0.004145859128555377	0.0004520253714344668	1.512964678524718e-09	0.16152774678635842	0.024592773654006243	0.00037845392388260866	3.3910897292271603e-07
GATA2	18	3.6995199401362935e-09	0.16715377936016565	0.05024702831731558	4.73837741820947e-24	6.889631815092243e-14	4.787264700829524e-09	0.07062431404835484	1.9132988550122832e-29	0.21390775651607136	3.467156412454091e-20	0.03148490690586552	2.4367388117168235e-05	1.7508101345791636e-07	6.445516934235676e-08	0.07898603366207471
CHD7	2	0.0002950604302843194	0.36911342559895316	0.009721667113818387	0.00012515802081885692	7.0482452756233855e-06	0.21699661818263294	0.4931715202875539	0.0007229413891324199	0.3062932607491388	0.0002901998899136523	0.00014270647211949176	0.10091114062357241	9.613254799658697e-11	6.877776411537868e-07	1.8290403889967066e-09
SMAD1	8	0.029207215488218388	0.3817113407488522	0.0105273892732578	0.15445152845412735	0.010781638442477605	0.11416076246383794	0.06708371736945924	0.01333220294183774	0.26633503562493527	0.0001710358632182818	0.0009968173786941159	0.1356382415005551	0.024491661300899435	0.03552429868047924	0.08979177517894923
USF1	2	0.0001907439059692681	3.0410432862681292e-05	1.002742554760931e-05	0.00015308928199172158	0.0024940910560665996	1.0917708503202418e-11	0.0018536006822711607	0.07002353751559547	6.392800014256304e-06	3.191710692119454e-05	0.4485033703176871	0.18887665624906716	0.18826122799694286	0.00404051866303393	3.8903789252595056e-08
RUNX1	18	7.75701529406728e-15	0.21638944298972398	0.15705548216929185	5.76260077518681e-45	2.0104649456561478e-20	3.2166080846466926e-26	0.0719571500321806	6.066354520256312e-36	0.0022744143433922645	2.965114835773216e-29	0.004372187942109463	0.004028761586393837	3.2053670315216426e-16	1.970526148363936e-16	0.000688461262267477
OVOL2	1	1.247611662527338e-05	0.4693425914995746	0.00033729656136435437	1.7384225331767312e-14	4.3215893676647786e-05	9.50675341557534e-08	0.03229028167407906	0.0022648338674880726	1.5792290667510186e-05	2.5871223229663975e-16	0.0005237619435663822	0.3476929851238425	0.007808938789734543	1.4155985991280828e-07	0.003254968000391094
RBP2	1	2.6784978137198352e-12	0.004296074698824177	0.15162811691286715	5.275095614785077e-26	2.7037493132925353e-09	3.503546235615058e-15	0.0003357437321634621	3.054986718956594e-05	1.939047121923339e-11	1.7995079932970857e-21	1.3292548747040468e-09	0.0021504079105926738	9.830189212906914e-20	1.1241870433941965e-21	2.6584777084304026e-20
USF2	2	1.273907816363929e-07	0.055955320298637826	0.08878472660668309	2.0988512817136745e-06	0.003586223099030072	7.706180582802103e-12	1.0786387542047664e-09	0.0025334266820782048	3.020935755621085e-14	5.07592308997212e-23	1.0854965855219852e-05	0.17585845845433493	1.226242187012082e-06	3.846329362890597e-09	2.726709697946867e-08
RCOR3	1	1.1138427895484476e-06	0.2153367699769301	0.4902837334268731	0.010088462966796335	0.0036632750946111164	0.10182128459322602	0.2613895643602812	2.2144857836768495e-05	0.328321513504099	1.1189054694325728e-16	3.2762031189083365e-15	1.0035428027278682e-08	0.0008006560763306309	2.573204221201345e-15	7.905965636574275e-16
MAF	5	1.932627372057303e-09	0.00035449120229836113	0.00012319618308755863	6.496288664593045e-15	5.269922666232727e-05	4.560384892113586e-07	2.6156873749892975e-08	4.997318604189807e-16	0.0017374069488146043	0.011176575122868482	2.1558290087509326e-19	1.4155275904470856e-20	0.007873666562208769	4.196416582525447e-06	5.811370485889781e-17
PBX1	2	0.012178867458375393	0.3479351977789462	1.1233399445906892e-06	0.0001895176146619884	0.12885975151427687	0.048181587600815895	0.06861565911663202	0.3273185692917788	0.01067048433871891	0.020655082118962588	0.215854202415497	0.21061950722552977	0.022128745101090315	0.00045502955948615307	0.0015155793311118612
PPARG	27	2.4140790062652786e-09	9.046049265413439e-08	0.0006586779440123301	4.340166499664686e-24	1.5200022284511127e-05	5.98261152865713e-13	0.46460152751250144	6.986352006101049e-17	0.0009728588508428073	1.975978295443379e-12	6.54012742459233e-08	0.12975512438032175	1.0095993619497158e-10	2.0577829240118818e-08	8.825204246834469e-14
KLF5	4	4.356869584016986e-18	0.07156031716905971	0.005682338390750977	5.484149019480064e-24	1.598577399099559e-11	1.343336490778865e-08	0.0019778863652366255	1.5073920440684105e-06	3.306235348839951e-11	1.49553594286868e-46	8.275642631501405e-32	3.7278694066920335e-08	2.4449949715633286e-22	1.4016530422292221e-36	1.1898101720986966e-37
HXA9	2	0.008306972196713294	0.0017352334876857554	0.03246448499449581	0.00012696267847433332	0.3144394206191829	0.021472678527427756	0.0036981028255361537	0.062278111940368086	2.1551194857057773e-07	0.19743324878170085	0.36459281988310327	0.3030805956251678	7.921075165696736e-05	0.07171554453572927	0.025082055724980054
PRGR	4	3.707737659612339e-12	7.908149740349558e-14	6.546018775022766e-05	4.6674509281208554e-35	5.248851696136594e-21	8.699913807775686e-31	0.0021419736602476033	2.561698494086843e-29	0.06343122564227525	4.236713756758007e-08	0.25652478460856093	0.0002536772935723695	0.0765103540368599	0.00012486017358537716	9.174563101568158e-10
HCFC1	5	3.011409902380048e-19	1.3108170980935413e-07	0.01166954742280037	1.1850162679487048e-56	2.451978419474751e-14	1.24174798745311e-44	0.16950780011124558	3.945262494869345e-29	8.34280396503505e-11	6.214840712271941e-39	0.00018091091376711723	0.4893455750649288	1.2431597393679471e-18	2.996665251546453e-25	7.991981551045594e-14
RFX6	1	6.710967684681899e-11	0.0008034942048781527	9.002770650473811e-12	0.019775242141034523	4.224481090563052e-09	2.6068943586242844e-05	0.0049549162967734055	0.01159315761753366	4.6359022992265916e-05	6.547076469144421e-16	2.679489502628438e-23	2.474168826134237e-13	1.0728265769661523e-15	2.305306489517155e-21	8.34555415867279e-20
ZN281	2	2.492826735213651e-07	0.0007497062420080945	0.004814260811411913	0.0008815936877978221	0.31179564451153235	0.0003791620248493511	0.28413033078193467	0.009541371644432252	0.17116545471443356	1.3180106203366235e-08	2.9083541400441924e-15	7.364178572433194e-13	2.645065133575844e-14	3.2234535396567713e-11	8.517505045586075e-19
MED1	27	8.413489082106969e-15	0.001977211231962547	0.2510842003063133	1.2693512956756831e-46	1.5100067015469157e-13	2.1777916835319883e-12	0.008356643358054153	5.733645315529289e-24	1.4747112306341606e-06	9.519101278147476e-36	4.588643438462699e-09	0.22838306031227776	2.5612598750182114e-11	1.183845865721363e-18	2.0107300463385616e-20
SOX9	3	3.801927601401664e-08	0.0032617173676127366	1.492378845824849e-06	0.35932267458680367	5.2172802731599095e-09	0.13461552641137534	0.0020904731268316006	0.010430708842240151	0.32813738734814507	1.0610294225721605e-19	2.081311925636794e-25	1.6670947513103656e-06	2.4980330336668896e-10	3.339956493965592e-15	4.8834465733917876e-08
JARD2	13	3.4984230012660485e-12	2.9713034273081816e-07	0.0024864256458740127	0.003026469379270292	0.038475911572484464	8.958527530976909e-05	0.012435120919228784	0.033056972266667296	0.1025817925798162	1.2804046242297968e-27	8.527736558078966e-39	1.9865449183178787e-19	4.151979832161327e-12	1.0442416705624895e-22	1.345888668622592e-22
NCOA2	4	4.777634434702959e-08	0.0006121069193423643	0.03911129101452474	9.696753858389824e-17	6.517337428548683e-05	1.6062279686362364e-15	1.1568344171437973e-07	2.669627778985751e-16	2.6395694899595342e-05	1.0846839169905899e-16	0.4816386273927016	0.2588287886126523	0.0004482566190613705	2.688229764612918e-06	1.0001437464457277e-10
LHX3	2	2.8472773397451423e-07	0.3915374155075942	0.09176805240829881	0.038627755064860055	0.00019735918210768622	0.18153512566517427	0.0021772850575373865	0.19807786085976378	0.00047688039789213287	4.333458834735415e-18	5.055768966259211e-18	6.203942875607698e-07	8.378132793359224e-09	1.2743228018434586e-16	1.5508059719599977e-13
TF2B	6	5.873115726080827e-15	0.004431439461039385	4.5392222588969645e-10	1.2848734507493748e-29	3.9969054167382424e-07	4.2441076539905175e-15	1.0382362617980268e-06	7.50313300382877e-20	1.38830233024836e-13	4.467323554610567e-50	7.435141458122997e-08	0.38568995864759736	3.2812395286937334e-10	1.3036526850591027e-20	2.235966157449904e-14
T2EB	3	9.945410555212909e-10	8.492552675131071e-06	1.617956921584168e-08	6.451311087676539e-24	1.7502785610517577e-05	2.983117987533142e-24	5.687099117161412e-06	1.5099427619742644e-12	6.049665828144106e-13	5.1133454437183166e-15	0.4400862136037	0.21327998122249123	7.462627537341262e-05	9.282947336838122e-08	1.1586010521178985e-06
BMAL1	9	0.004784083566714861	0.001188456064159797	0.22073725618705348	0.21555435783605958	0.16721897971060845	0.0009625965173011694	4.1030364604720267e-10	0.25165674378430225	0.0007931002533156784	0.26945472194579173	0.06411202990501827	0.07605778580001964	0.21421821755114828	0.3161336942827611	4.960197130313365e-08
AP2C	3	1.1151733838422165e-17	0.07454139942235477	0.46801635420290605	1.1211978594057635e-15	1.0226992639239023e-10	2.1765816664143372e-09	0.07582994567725128	1.4333779928858894e-09	4.553033269075281e-09	1.4058196219062507e-49	6.446325651770576e-31	1.4760135673428122e-12	2.612982251561955e-19	2.1357104822277403e-38	1.4302648442921233e-37
ATF7	1	0.0064727192346221455	0.0016467517027812613	0.03180973228858448	0.00010660962735862155	0.00012034228710727186	0.17573517483316153	0.35581505466928376	9.438562658072546e-08	0.011655421323730656	0.30421288120969936	0.2933357532246763	0.005200056814200915	0.4413315507179926	0.1312605394719422	0.00018232458758560697
PPARA	4	6.453432797564891e-05	3.793412182470039e-10	0.01985342338413348	0.24970310270706236	0.032246266119394226	2.2202554204390714e-12	3.371028571845598e-13	0.19237656959954	3.431809992419575e-06	0.48342414742338397	0.32736475829708706	0.05652808795833528	0.09085383039892132	0.027955778914994196	3.191700213673422e-11
KLF2	1	0.025471480646350464	0.12186969281454955	0.2801115605529099	0.4937092260287974	0.25310621518946025	0.1226551058340075	7.967892475026212e-05	0.1049545573818472	0.1989746370435237	0.02087568305980946	0.000853832368357003	0.011858263337322164	0.00043873824455719485	0.06711451541064169	0.008930451201524383
SP16H	1	0.00023230172584075073	0.03160424939831695	0.4672199002138602	0.0009069517482307928	0.27843262691916676	0.0015486786707803422	0.0005302823613668866	0.49692353052664	0.44092335566308943	6.840367163558756e-11	8.993475485241032e-11	0.015032545327537481	1.1286922075184568e-07	1.7295917961868702e-07	0.001100229258330095
PHF19	3	2.6375875058844056e-06	0.0003105438658174957	0.0011774319177062758	0.00026439532069103704	0.23912096129426189	1.0389925825546342e-10	0.25863992826087656	0.4327818044926679	0.2694410221594183	1.0732147517125786e-07	2.961633015437608e-17	4.022443570708321e-11	7.628143948987395e-05	6.963533928091868e-09	1.603130818734434e-10
KDM2B	10	3.2339870002808925e-23	0.4251233400184921	0.42867669431599487	6.821475648199759e-16	2.677720626068236e-13	1.9640498459812056e-11	0.0002698201584810265	4.9257317679661844e-11	1.831534760210051e-10	5.628894466462374e-62	1.1079368209584542e-41	2.40447320383268e-15	1.6064153452521193e-29	1.1410570032442803e-56	3.129041389790524e-51
CHD4	15	3.938479872308828e-21	0.24820130772065627	0.01166954742280037	1.815477486038282e-22	8.383344457604016e-14	4.86267517023213e-06	0.011576737307188133	5.405940455828216e-22	0.005332696664028316	1.8994116195761908e-53	5.637349366785983e-39	4.54606377722209e-11	1.0581912482323305e-32	2.0828497129981184e-41	2.815161573514643e-44
TGIF1	2	4.383218318445835e-11	0.2990780518347735	0.003512989770351306	1.97938158856479e-09	9.451315971102938e-11	6.824121484289191e-13	1.978821310038462e-18	3.677386921502897e-08	7.349281767860536e-16	5.599470310096668e-35	3.084138611977645e-05	0.10154277042147482	6.069057900156584e-07	6.239143760778491e-16	2.0286472052633882e-10
KDM4B	1	9.98536167756138e-11	0.004758257005674993	0.041794674652263004	9.83597056236629e-12	9.784900626980549e-07	0.0004863473652994311	0.0013452729376299646	1.7049921357326496e-06	1.5792290667510186e-05	3.5601640843203667e-22	1.8008180301732318e-15	1.4241873867929519e-05	2.114111244444825e-21	3.8811069532638803e-22	3.878250043374056e-20
FOXA1	7	3.5222464214796996e-13	8.59535333830273e-08	2.9311530819235778e-08	1.3701835976840205e-08	4.158493017264526e-17	1.4681528479119185e-23	0.0003461265108138521	5.075671265784336e-12	3.2697227635983355e-06	1.1186207928413578e-22	5.810478395293599e-08	0.029743564213696075	2.4058166316627124e-13	7.872059125093721e-18	1.0204932219171334e-32
TLE2	1	0.009392668742647327	0.3745483621274625	0.00013835585594387556	0.32104858528027547	0.37315841594083904	0.0012488277849773569	0.0006428937411367305	0.11274907520504118	0.008161922242567376	0.04470093934992413	0.0010925020061071083	0.00033775655397769557	0.00044889011314007535	0.11793353875025511	0.010385069225937541
TOP2A	3	7.354651822074955e-16	0.2471764349155032	8.702691882448228e-06	4.882884268434651e-09	4.404750956980687e-05	0.0013294001061168524	0.11827286413198189	8.854917744835672e-07	6.814869310621827e-09	5.7232687578909125e-42	4.432029613258932e-37	1.4185491126416222e-17	2.086045286248451e-17	8.656367197658735e-31	4.7498262669798746e-35
SMC3	9	2.900020082999931e-09	0.06579320274350726	0.0003702636296134085	2.1254988591001543e-13	1.0025433642870227e-15	0.0003868106011544549	1.1568344171437973e-07	3.7722745286028516e-29	1.3577456086391178e-08	8.940403765566621e-17	5.786905348148236e-09	0.13209276521858923	0.0006438662088366939	1.3194326089702552e-07	4.308253945377551e-06
CRY2	1	4.839576582163809e-06	0.015677972927160763	0.48677318126082114	0.42876090920515636	0.014586827139423785	4.198296100534483e-06	6.5932190643558e-08	6.169942443115449e-07	1.7783122080779634e-05	1.1056551689324199e-11	0.00018900880028615858	0.0015241297723992723	0.0004946626339646603	5.262666110177762e-11	3.216712674418593e-16
E4F1	2	0.09821244866126207	0.4693425914995746	0.004778790784362398	0.12297618464693072	0.09889251487749427	0.005247903044372776	0.05467289696216838	0.12209608120305049	0.35125924837642036	0.0408738624917555	0.1970742683818759	0.17572437536118582	0.2596709445695608	0.4182629307402811	0.15054675556162567
EGR2	7	2.9306963561809425e-10	0.00406007987532486	0.29072997980038867	1.0800101526964783e-35	4.372727500834495e-11	3.2062384219677064e-13	0.3168793135290207	8.455616110044729e-19	0.0001273998632759586	9.371442304395255e-21	0.0008183986357018533	0.1793840734853602	1.0146737616059998e-12	3.0175967801439387e-12	0.0013416527305091792
CBP	20	4.737641087918967e-13	5.873846057080293e-09	3.6202419143169375e-07	1.0330787816238517e-47	4.148661984034812e-11	6.522364053342215e-17	0.006894919192605692	1.5297507760345444e-25	0.00419159223935445	6.688381980317589e-13	0.0031046310865265	0.03152993203240502	5.340813969033042e-07	1.3963083178961207e-10	2.2366176048949105e-23
FOXP3	7	0.002601432628410215	0.03506721650362842	0.13542954694027848	0.33173095113133416	0.011680496890510083	0.0012521236289568492	0.0009990616190971389	0.0008567101176757979	0.007489519530311951	0.022266373150352164	4.043790447489727e-06	0.050075949597458126	0.03381989265462332	0.0020200548962530226	1.4288415661433257e-08
