TF	Number_of_ChIPexp	p_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
ATOH1	2	7.56686228429e-09	0.0141308028492	0.000608002802053	8.41524988162e-10	0.0137583096039	0.00161255998566	0.274949512823	0.00177757764317	3.13917387247e-07	5.02813371716e-12	1.58113450682e-14	8.53605655261e-14	5.97700448099e-08	5.20478376737e-16	3.88315861597e-25
HDAC3	8	7.23881573089e-08	0.00167312527368	5.80711897374e-05	8.7710745498e-21	5.47015393297e-06	1.1211064182e-19	0.175808787262	1.20166159726e-30	0.124332487091	0.000198612264102	0.125371063232	0.00296544945603	0.000162215290864	0.0174705719632	3.77621520619e-05
TLE3	1	0.00578304887921	0.343674527505	2.25090871926e-05	0.305165503503	0.349143577936	0.000731417574716	0.000223130148768	0.0953842501735	0.00501046419663	0.038495169028	0.00065407929216	0.000126750290321	0.000274592216715	0.10386337686	0.00799717912193
RBPJL	1	3.41125870132e-05	0.000621138592662	4.42963922943e-08	7.96951338119e-13	0.00298858325712	3.31313922836e-13	0.103407689838	0.000774536750652	0.25229333725	0.0388281105436	0.00111378215977	0.0630989088055	1.15597746505e-05	0.0224308276287	9.30781609946e-09
RARG	8	2.68252004959e-05	0.000221192609598	6.60391520347e-08	0.000132622355228	0.000116564691279	7.06441099119e-05	0.265935495484	0.116247231725	0.0258178336685	0.00292861325422	1.14007074522e-09	0.000251935237869	3.11104164187e-05	6.86765804325e-08	4.36610229366e-12
MSL2	2	9.22131814377e-06	0.0535998806383	0.0039248672762	1.72224296454e-08	0.38472108047	0.0113156076041	6.27005048704e-08	0.000906615716292	1.23685205206e-11	1.07187942972e-19	0.00256852190933	0.0240273293242	0.00059955794251	7.40570920486e-07	0.000986848395545
REL	1	5.87492102325e-09	0.00216854137838	0.0857646960789	2.79270411597e-25	0.0953355629048	3.68453859302e-16	0.000366999823565	1.69835260884e-21	0.00355060410911	0.250276661043	4.96545959952e-12	1.58778566135e-19	0.00464747576322	0.000379995802232	4.14691982616e-08
CTCF	94	1.76471574764e-16	0.00253664564881	4.33213335134e-10	2.94542229433e-29	1.89139911273e-22	8.590076639e-14	2.60056175192e-09	3.68103014827e-42	4.60574605469e-06	4.5197059916e-34	4.16844157528e-16	0.376880643201	1.5183096798e-08	2.54648557553e-18	4.46304633691e-16
NFAC2	1	0.00376279032136	0.0107367465307	0.0574158997903	2.63096227926e-06	0.0628687024451	0.000197477080023	0.40728039185	0.165254300295	3.79379208969e-08	0.0394664071962	0.102260852461	0.306253132018	9.74672820173e-06	0.000423175579718	0.435163812426
COT2	1	0.103878963615	0.0379812912706	0.199907829104	0.170585970295	0.00776425758651	0.00288162349311	0.432644428011	0.230109245211	0.265518356623	0.270495835	0.215292174054	0.472333441934	0.090576532103	0.0268968333795	0.331888654559
HNF4A	13	1.10766707188e-08	0.000660500064473	0.000155490029743	3.0520721066e-11	1.08208000396e-10	6.07136507315e-21	1.66786283523e-06	2.43604831831e-09	5.4991800253e-05	4.25322557183e-10	0.0174218713893	0.408358260835	0.00109406231675	1.60035083634e-08	1.71694950423e-23
CNDG2	2	2.30392838696e-09	0.111847577071	0.000921643057875	1.61541037535e-06	0.000711160475932	8.02029443781e-07	0.125311208226	1.32860339449e-07	3.55961203413e-05	3.38548317387e-22	2.36441429989e-15	1.39544046051e-07	3.62848207331e-13	7.93742344809e-15	6.55673318481e-21
CDK8	1	6.36594348313e-14	0.000954431167467	0.00422034241072	3.91091009596e-15	2.24457984942e-13	1.46089055549e-09	0.30463722556	7.76713806904e-09	9.91225384142e-06	3.25789243503e-34	3.64250443707e-24	4.00261909707e-08	4.88234265855e-17	2.80557677589e-25	2.27723634181e-25
NFE2	5	0.00011612865526	0.00706620086953	0.040916886194	0.000130713321364	0.000631585942797	6.77895570237e-08	1.47113019936e-07	0.00161548868197	0.000245494093399	1.29057756249e-08	0.210471582907	0.0525053085794	0.0415276301151	0.000396575960726	3.65853739823e-10
SMCA4	23	1.79754666967e-20	0.1683874837	0.497148851489	1.96047429562e-37	1.37980415974e-16	1.55508932617e-13	0.0040278554287	2.5762043631e-16	9.12455931322e-15	1.22468358409e-61	8.97994631544e-22	0.000282717782412	5.49770548552e-32	4.67760726273e-38	1.37933635804e-24
PEBB	5	5.54644672148e-08	0.000457492446944	0.00448774264528	3.06545717607e-15	0.000817744862683	1.93019487285e-09	0.0135635006612	6.56477453042e-11	3.45145803441e-09	6.91383558643e-27	0.00825806210699	0.267855267474	7.3734552072e-08	4.00463419453e-11	0.00189128180185
E2F2	1	0.0493440050308	0.0566811528306	0.379653420694	0.0335991768404	0.122819358814	9.16067018332e-06	0.443006854808	0.0198840414724	0.00221182664454	0.208030379623	0.284095183214	0.228652236374	0.111834539093	0.0796290318681	0.265982571574
MCRS1	1	1.50839086355e-14	0.000266744452339	0.00470730862817	2.81738348576e-20	2.93657486401e-06	1.01794051182e-12	9.80123108801e-06	0.000314763361248	4.68997335837e-22	2.11281076211e-34	5.14571986535e-16	1.94668965137e-07	9.78107072319e-13	6.34028611167e-28	1.57174866759e-26
FOXO3	2	3.97344099763e-08	0.00712511789673	0.0386024486574	6.07502412755e-07	0.00362441488864	4.54424155099e-17	2.09753913321e-05	2.39128282449e-06	0.000106800827141	5.6929785786e-20	1.74894505129e-05	5.50296025536e-05	3.2487552996e-12	5.63290430461e-11	1.65425871318e-11
CRX	2	0.00339700264766	0.358641012751	0.0419537421781	0.273176290274	0.422774884854	0.00264757243881	0.30795072132	0.0128933955558	0.00436437111045	1.38497001243e-06	3.26525879117e-06	0.000563197747004	0.000822100364899	0.00257803443537	6.33153566564e-05
STAT2	4	0.0	8.70028159933e-11	0.0391709727999	1.1814212123e-22	0.0393713122076	3.58582180636e-15	3.86324812983e-34	3.78781359496e-57	2.35128694417e-39	6.89348910391e-32	6.20101969022e-80	4.30928178636e-87	1.24754791672e-24	5.29020021227e-42	6.27332905027e-54
NR0B1	2	3.28472338791e-06	0.123428386623	2.08305861468e-13	0.0123359837762	7.72464924094e-05	0.00689889165166	0.000137823541699	0.127178169813	0.0181719144744	0.00226236053369	3.52780782204e-15	4.06628494595e-08	1.02688546274e-12	5.11881286137e-05	1.85328559923e-08
HXC9	3	0.0162271094216	1.07391139528e-05	0.29307336263	0.0425523336915	0.00218883123863	0.237548873073	3.28283230312e-06	0.0914833308384	0.0162140024996	0.354317742516	0.00497110782091	0.211070835143	0.258527407559	0.067200637027	0.0400781509327
ZIC2	1	0.00247027546142	0.000846765024243	0.00582082842108	2.83643245301e-05	0.00250512243357	0.00050782074213	5.72309014566e-05	0.00228930663628	0.00372965823861	0.0312351809121	0.00898924492892	0.00190877337967	0.0340783551533	0.246870533085	0.000804086468312
NR4A2	1	0.0461542080749	0.249448142462	0.275085489752	0.116615271212	0.105810906356	0.0324958420641	0.152384178637	0.388228295781	0.0880121440792	0.4648032096	0.00071993104074	0.00059656408769	0.0232111463103	0.0703994111504	0.00425935887484
KMT2D	13	3.3532060632e-18	0.000338186870202	0.196092061583	1.46529225375e-38	7.25945546252e-22	8.27652363571e-15	0.14327737555	3.78271520156e-27	0.00063320482792	9.38325904677e-44	1.66417736299e-18	0.0146363910204	6.42552821568e-14	2.74465924842e-27	2.81345722271e-35
IRF1	4	0.0	1.04257948875e-12	0.0931261743602	2.96781305832e-43	1.24316672516e-05	3.11506412582e-19	5.79606592523e-19	5.64174132961e-60	2.16118258352e-19	3.08638770582e-10	7.26116818567e-48	2.04897149929e-59	1.31752909604e-07	1.58650055604e-22	3.09861387849e-26
KLF1	2	0.00492980777726	0.491934597293	0.00111718154466	0.28341651132	0.372559383144	0.441511278296	1.02314817645e-05	0.015062963612	1.35251056649e-15	0.39631866407	0.165488484875	0.0201830941875	0.0358389556211	0.050611236675	0.390511878015
ZFP57	1	9.40703155791e-06	0.323499404935	0.00420334931322	0.283598212773	0.0619929326019	0.0602660218022	0.0193681893476	7.23523093378e-10	1.32454520037e-11	0.000365848877841	1.7920040136e-09	6.96847996618e-12	1.46375956524e-08	2.75730026798e-06	8.61803941331e-07
LMNB1	6	0.112416145557	0.278560985024	0.174206285906	0.191140549679	0.459626460798	0.015328916253	0.425565996238	0.412843567658	0.0818796111301	0.153318480712	0.0029908879283	0.0896100586889	0.0486275236021	0.0585824642268	0.467755430677
TFE2	15	1.82016236751e-18	0.0659240251893	0.329863772161	4.96003688156e-19	5.92845229858e-13	5.9389022815e-09	0.000649619696606	8.08652997253e-19	3.00962295156e-10	4.2084354954e-65	1.18868697027e-24	6.14162436544e-06	2.51538004894e-30	6.32968553746e-35	1.4915589796e-20
DMRT1	2	3.49057275183e-11	3.52554379653e-07	0.000725524106066	3.51622241402e-06	0.0252409973952	0.0309053421028	0.00360764464595	0.000476013045785	0.00919309389341	9.5242249642e-32	3.2036747389e-24	1.31033571333e-11	1.43467513124e-13	8.45048948566e-22	7.42435914835e-22
STAT3	22	1.58247441789e-16	2.68764545121e-08	0.00665070708307	1.87234918503e-62	2.4045045334e-07	3.52763335753e-18	1.31073693824e-05	1.06988538853e-50	0.315894240513	0.00439174369081	6.18168699814e-19	2.51563749737e-28	0.00543223624608	0.000102012774363	1.29765223715e-16
JMJD6	1	2.57649672064e-06	0.40520054483	2.07583848539e-05	4.47027159772e-11	5.43426667611e-08	4.81332050065e-05	6.23311570194e-08	6.61928517807e-13	8.29732205475e-05	4.25232089894e-06	8.41720833329e-06	0.124171752931	4.61254844985e-05	2.75351940886e-05	2.98903409141e-08
CEBPB	41	5.94752705636e-15	2.09657621152e-06	0.224212109481	1.44363829708e-56	2.14863251191e-15	3.24669511595e-27	0.216233313064	1.08649746e-39	0.0110655228512	8.17770163507e-22	0.345263742582	7.19697130576e-09	2.73965266446e-08	7.89349344297e-09	1.28132170715e-09
CNDH2	7	4.52731960669e-19	0.117920570037	3.12687210961e-05	2.695146408e-17	3.65549567711e-08	2.33037663807e-18	1.45383441324e-05	1.10088933367e-05	1.01063271822e-22	8.96666491187e-37	3.19170347636e-25	4.92842789541e-10	2.38598832855e-24	8.03379800639e-36	4.10505189781e-50
MBD3	13	1.60918264716e-17	6.55836810627e-05	0.000221339141692	8.39114693297e-06	0.00957748932091	0.0463080123199	0.105821174462	9.06638557342e-07	1.82787195918e-05	2.01558516877e-40	7.99915527067e-45	6.04827990052e-19	2.51892598938e-26	4.28329598207e-38	7.83192335126e-43
SMCA5	1	5.95710111449e-07	0.00171277065019	0.000657002827007	6.75346187082e-25	4.42745845498e-05	2.28615998673e-05	0.399092546985	5.38816647416e-12	0.0114294972197	1.7397865044e-06	0.000877287301189	0.462224586407	3.74453138185e-06	4.26133678247e-08	3.3301183048e-13
MAX	6	1.98608630524e-15	1.01037870922e-05	0.0434715101534	2.37998783102e-22	1.09476003626e-11	1.2315003218e-25	6.22994606961e-07	3.07851273155e-13	6.71177004389e-13	2.56604074471e-38	1.32792774327e-10	0.0094946811429	5.20166270047e-18	2.1184719324e-25	2.29726413417e-20
NKX31	3	0.00781367342375	0.424527739779	0.180023259299	0.00539707874628	0.0106152289912	0.00051313440335	2.36794959079e-07	0.0812210972369	0.0123457151896	0.0248000578014	0.00864381754104	1.62665712007e-05	0.0111364971157	0.490227906811	0.311358789973
RORG	9	0.000282324315401	0.0497047859961	0.00169606880438	4.3036474281e-13	0.0806633681321	0.0671217870695	0.0836376436161	3.59969596291e-08	0.231972355	1.78003767454e-07	0.450012294916	0.244097936922	1.11261342697e-10	0.0820400404211	0.00083476852077
DNM3L	2	0.0610810414824	0.0226526722908	0.0954019870526	0.158803383005	0.101353958094	0.203648983725	0.111056075897	0.110979177943	0.310482347652	0.00716546288207	0.0011387036336	0.215664324374	0.251187199878	0.079999395771	0.0104976545547
CDX2	9	0.00617262826351	0.0918421570212	6.56958261662e-07	1.86208247482e-05	0.000366871927983	0.395693132615	0.259224501576	0.38077456511	0.184969951609	0.0417887776944	0.00251306053551	0.000734155003117	0.368030686301	0.000650104698133	0.00212210604473
NFYA	4	5.52555882148e-09	0.427209013949	0.152242499994	2.65813622244e-11	0.000420528785371	3.64759277364e-12	0.341238700568	0.460540932107	3.0268371013e-10	6.29066595366e-13	4.12114256846e-12	1.95153605398e-11	4.29559029395e-14	7.45828410854e-17	1.20960364295e-15
GLI1	5	0.000215625190904	0.0395128713119	0.214114093331	1.26299108418e-05	8.72730015361e-10	0.0140608426655	0.239359825171	3.96973181791e-08	0.139494050318	8.32797312503e-07	2.58438473843e-05	0.46258468571	4.32129072387e-09	0.000699768636888	0.00897622565502
PSIP1	2	0.000310383253859	0.000618699761433	6.44758043183e-05	0.136653298548	0.277352653546	5.41853085005e-06	0.000357412417841	0.0699410139595	4.64460360703e-08	0.000284036541202	2.62131961028e-05	3.54791794216e-09	0.489897319604	0.0480000621327	1.30346805886e-05
CREB1	9	4.80547600831e-12	2.02714622581e-06	0.378836832187	5.35913795406e-48	1.92985478806e-14	4.68149464609e-31	0.395399345983	1.89100934925e-13	6.37923760757e-07	3.95705943652e-14	0.0258506010593	0.00536155088204	5.14235411067e-08	2.66067672006e-09	2.63137214062e-09
PHX2A	1	0.00209201194051	0.0361013415383	0.228509381249	0.00951060803403	0.437972794201	0.199676855695	0.0815458872875	0.307328294603	0.174361826745	4.78472343363e-07	5.6814229837e-08	6.61352567026e-06	0.00303173331028	0.000301417244736	6.24346364685e-06
TEAD2	1	6.92221661761e-05	0.000302038816339	8.89869247417e-05	0.468707370214	0.111219645586	0.0155400558638	1.4121259138e-05	0.0975864252899	9.01857708614e-05	9.5909741728e-10	6.06833861021e-08	1.41598231733e-06	2.5488888917e-07	1.10953085122e-06	0.000919657836965
STA5B	19	2.50042358654e-11	1.99845162715e-07	0.287787278075	2.65270689002e-43	8.58025301678e-07	9.90623680629e-26	0.293460845368	3.01279959889e-32	0.173423406979	0.00770644301206	1.77977446073e-11	6.48960849129e-18	0.0430357268424	0.0116934012423	0.0419267658841
EZH1	7	3.98469665881e-10	1.99897857627e-08	0.0119892130867	0.0462336042738	0.0881546043844	3.70970234371e-12	0.000209884327063	0.0125827702519	0.338145891055	4.25947308105e-19	1.03712102601e-22	5.3414936919e-16	1.45836425803e-13	3.93735727512e-19	5.80248224181e-16
KDM2A	2	1.57367172973e-21	0.0761960721841	0.0276591253846	2.61594548799e-11	7.83221661931e-07	4.06849806438e-08	1.26141376239e-06	1.67519193023e-09	3.29734899611e-18	2.5867235126e-70	1.28965635718e-36	8.69208553686e-16	1.1770537247e-24	3.74944503766e-51	3.64654136227e-38
SRSF2	4	0.000242646211505	0.121842881998	0.000169629740825	0.290724568482	0.376421071524	0.00112385969046	0.0172804791231	0.00547127860156	1.62576703215e-11	4.31019802325e-13	3.77001311321e-05	0.0017549414511	0.000323247072496	0.0287766451558	0.00236634951786
SPT6H	2	3.42052261367e-08	0.00682685497587	0.0454021884524	8.40226282704e-18	7.19037371097e-10	7.97342963053e-08	0.0425828888891	7.3800532287e-07	5.92677808208e-05	3.14080717787e-17	5.59046085891e-09	0.223558244127	4.61569536211e-10	3.32394903944e-13	1.79192495068e-09
PHC1	1	8.5151466542e-05	8.23271441223e-07	0.00552695041696	0.011222092072	0.367491482655	9.27148254629e-06	0.000359542121234	0.220973224975	0.442520401455	0.000119918847644	3.95583037604e-08	4.82506308631e-06	2.53129448285e-08	2.13694786396e-06	1.3912446569e-07
NELFB	1	0.00328451830288	0.000284693369863	0.000311122330681	0.000785252246397	0.212476931652	0.00272627836793	4.93933628528e-08	0.0102923073699	0.0327177410791	0.00316565259137	0.494256280432	0.425799003728	0.00433643638081	0.000447020664052	0.0196498200688
BRAC	4	1.04479770941e-07	0.0587767481942	0.239383022738	5.74844583436e-05	3.9971403224e-06	0.454553395415	0.324615099164	0.00163985407951	1.48663878282e-06	1.490219387e-25	7.75040643679e-17	2.0600945946e-07	2.2891053145e-09	3.24394416213e-15	8.98849427295e-07
NACC1	1	0.00154313935466	0.0621466479239	0.136558364658	0.0092888659288	0.428583104584	4.10359664178e-05	0.125168966969	0.465798891809	0.273337534473	0.0165962991504	3.23684139762e-07	2.29711629829e-05	3.12530589916e-06	2.27776613067e-05	2.23697910029e-06
ARX	2	0.0024109872405	0.0148310551089	4.35714434401e-06	0.381059503154	0.118195260359	0.00972068127633	0.191476610325	0.303887955872	0.00266465832665	0.180079714051	4.12205524239e-05	1.08289245789e-05	3.29510535507e-08	0.0116822870301	0.00165208867713
KDM5B	1	0.000354071472345	0.0965772626499	8.73223662537e-05	0.000249289818958	2.13550104241e-05	0.0335038167156	0.000915373456698	0.0588134376096	2.571011725e-06	1.11415864133e-07	4.56822233771e-05	0.354944295426	2.26874095265e-05	3.96979701139e-05	0.0014367708263
MK08	5	1.49559260639e-13	0.160807412118	0.00231602447685	2.35719561129e-20	0.00516619219176	2.4387794316e-10	3.70686002418e-05	0.278792399822	7.93202368879e-21	3.22874204972e-32	3.60668563884e-14	1.24349450699e-08	4.61758634242e-16	3.27427918894e-30	1.41127307346e-22
NR1D2	4	2.70574229758e-08	8.78525566666e-08	0.0722551947545	1.43081833475e-13	1.78061126267e-08	2.1573712036e-17	2.02861909042e-05	7.83276362761e-15	4.4503059331e-06	9.94365138368e-14	0.00808176330078	0.485092020231	8.20187705108e-06	1.59793282217e-07	8.94241344024e-10
IKZF1	10	7.59087798569e-18	3.59356958897e-07	0.00151879103072	1.28640425852e-38	4.90465411574e-24	1.00562411722e-28	0.201631891964	1.5342792151e-40	0.000291743282097	1.40625237767e-43	1.29394958578e-05	0.180251598238	8.09223751004e-20	3.84744964969e-22	6.60810179965e-09
PAX5	5	9.18230551493e-13	1.50267459457e-08	0.0231959583701	2.23632264686e-30	1.15611353048e-25	3.13541543211e-32	0.000856994192735	1.10890451755e-38	0.168513096919	9.74096981962e-14	0.145849957034	7.05361240779e-07	2.50423257394e-05	1.89856847759e-06	0.140504529502
MSX1	1	0.00557009082215	0.0595232119029	0.29441032133	7.94231223189e-10	0.0134757485778	0.143156718814	0.305659793628	9.03776665216e-06	0.000851543799337	0.00264951480258	0.300157839431	0.00734137846032	0.11162366119	0.00895996558477	0.075034017769
TAF9B	1	1.51584052896e-08	0.058841321438	0.432109916167	0.00561315958262	2.08782056716e-08	8.2840671734e-09	0.476926766984	0.000302568811657	0.0518310102831	2.69392833886e-15	3.47611378581e-15	3.39467780296e-06	8.30490863816e-15	3.12693709842e-19	2.21886184697e-18
MYBB	1	0.00264517392384	0.219970878639	0.000807241224559	0.262171864557	0.0226711354558	0.441311086162	0.0113102611977	0.00527160709951	5.72581419936e-08	0.336896743324	0.00178078957209	2.07915405918e-07	0.000788153188649	0.00223562964586	0.00234923812714
ELF1	2	2.06757290493e-11	5.3073912174e-09	1.98079900569e-08	6.61601145341e-28	4.52988436265e-09	1.53693466662e-36	0.151058905727	4.72054740308e-22	0.0115365053276	1.40761048084e-07	2.04055728429e-09	2.43008137922e-13	0.0117712944073	0.360627291523	2.21026063299e-08
OTX2	9	2.57730286228e-16	3.28973451327e-05	0.0764195497895	6.06741224148e-07	1.23334743696e-05	0.0162417519935	0.00187870423647	9.77890369126e-06	1.0984679742e-13	3.8056798283e-51	2.14518107238e-32	2.76536378154e-17	3.74049215189e-23	1.44394195331e-32	7.588681123e-27
ZBT17	11	3.04859248557e-09	0.0983407985098	6.64604294864e-05	7.13253986136e-19	0.000774902508657	0.000762845747216	0.0085505003448	1.54145711536e-14	0.00022575392347	2.68496906441e-25	2.70708240009e-07	0.00156862066269	7.53282440166e-14	7.22355665519e-17	1.17744455913e-07
NR1D1	4	4.41909517247e-05	6.09353869994e-05	0.0235226555868	8.46755296302e-10	0.16195475785	4.55851256719e-08	2.13926554561e-15	0.000483275104097	1.31488857113e-09	0.000991150898167	0.156214437097	0.194872056073	0.174197309128	0.29880467008	5.66172600789e-06
MECP2	10	1.41076232881e-05	0.162070374303	1.17014606827e-11	0.000180739797061	0.152737855246	0.0699010833461	0.26189986702	0.000758682457937	0.474266995016	1.34491486798e-07	7.36841597822e-09	3.4790647602e-08	0.0016110833529	1.76292353639e-07	3.66289703177e-15
ISL1	4	3.07683003726e-06	0.00143675687427	0.402439268766	0.110467794475	0.00131199882332	0.00108800261273	0.00365115303262	0.360185544607	0.0744935712098	1.79834027444e-12	5.11647175473e-16	3.93644769846e-07	1.77205469706e-06	6.57356697589e-16	1.80828187445e-09
PTF1A	5	0.00050011373812	0.233873391702	0.000259036982181	0.287904822148	2.65187617642e-05	0.000564954974598	0.314866120616	5.59204342687e-10	9.68356562338e-05	5.54860526896e-05	3.10765989632e-05	0.0877033139693	0.136354022641	0.00148591040275	4.48516804385e-07
KDM1A	13	1.12513610078e-21	0.00950058273004	0.00534721944359	2.2835402778e-42	6.51819277224e-18	5.75730460829e-24	1.39336531862e-06	2.55093986036e-16	1.66667679979e-21	1.28212416741e-61	2.0715013128e-18	0.028634593691	7.9413278124e-21	9.89527407709e-38	3.38059866196e-28
RAD21	19	1.71527804277e-12	0.00193311928069	3.20848969742e-17	5.06272597523e-20	5.37635040726e-17	2.35174811994e-05	2.03641911929e-15	7.81960222881e-31	7.26210797758e-11	3.42243684388e-16	9.42237652758e-12	0.314809363568	3.96119775456e-08	2.80311922057e-08	3.68752640349e-09
