TF	Number_of_ChIPexp	p_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
HCFC1	5	3.81399739436e-20	1.02363157335e-08	0.00461327822909	1.02821368152e-58	2.60622435042e-15	5.38719300413e-47	0.128693557568	3.08089912831e-30	1.4296779029e-11	6.87542031076e-40	9.65381448736e-05	0.489345575065	1.2674296692e-19	4.0302222472e-26	2.14968701156e-14
RFX6	1	1.45402638572e-11	0.000224838942363	9.76439333023e-14	0.0152711197445	1.08132053945e-09	1.23841619206e-05	0.00226786841349	0.00797186760251	1.76988894721e-05	2.54214032099e-16	2.49930691135e-24	2.25412344247e-14	1.48939047561e-16	4.10054516574e-22	1.50256181165e-20
ZN281	2	9.61269080866e-08	0.000206535125239	0.001535133057	0.000594741077885	0.285418138794	0.000202329410223	0.236672553189	0.00647819810132	0.142388970319	7.20474352115e-09	5.93026657623e-16	7.18846064554e-14	4.24587461789e-15	1.16771527358e-11	1.58894888052e-19
MED1	27	2.04503723303e-15	0.000657999486598	0.194985127353	6.05764175811e-48	1.86703648564e-14	6.04679686534e-13	0.00422085380041	7.3380710112e-25	4.47851566787e-07	1.3215238217e-36	1.52291203055e-09	0.186768793357	6.27814242683e-12	2.41391564811e-19	3.22763608306e-21
SOX9	3	1.31375157593e-08	0.00116035064705	1.13304250768e-07	0.349832697341	1.34675998374e-09	0.114759006247	0.000857048635512	0.00712727393776	0.303936365288	3.47538921493e-20	1.53502397986e-26	4.23102138619e-07	7.20690658303e-11	9.41853241248e-16	2.25634299378e-08
JARD2	13	8.63862096844e-13	2.60467257141e-08	0.000679587052885	0.00212049806834	0.0284786972837	4.52784580199e-05	0.00655473835873	0.0250257772691	0.0781045752614	2.88854839306e-28	3.32970190988e-40	7.75657451838e-21	8.91639920573e-13	1.69887473519e-23	1.83928386384e-23
NCOA2	4	1.79216962827e-08	0.000159333688332	0.0196829056733	2.92375007878e-17	3.16461535908e-05	3.2403297415e-16	1.24142186099e-08	5.32767365871e-17	9.70155155099e-06	3.99991899975e-17	0.478504319622	0.216158532789	0.000270315271365	1.4170061449e-06	3.68816565934e-11
LHX3	2	1.25293062656e-07	0.364359113347	0.056533897796	0.0305837973941	0.000101090982713	0.15948313643	0.000906808527217	0.177883371792	0.00021826846845	1.49462029224e-18	7.8962118345e-19	1.4668758643e-07	2.88963799164e-09	2.95775574398e-17	4.44048564639e-14
TF2B	6	1.08446613144e-15	0.00174950538375	1.28004098407e-11	1.78377225267e-30	1.37854221532e-07	9.04396123764e-16	1.44136921378e-07	1.20440746699e-20	1.41540584646e-14	1.84119625895e-51	2.79019408298e-08	0.363937379635	9.60883593001e-11	2.43197680944e-21	5.82030236213e-15
T2EB	3	2.66505420273e-10	1.28954162095e-06	5.61546870832e-10	1.31545171853e-24	7.78323438212e-06	3.04135673349e-25	9.74578807496e-07	4.12695852514e-13	6.56145968345e-14	2.06308514649e-15	0.426721339438	0.169992884358	4.09554179381e-05	4.26894758223e-08	5.85583612025e-07
BMAL1	9	0.00277399707244	0.00036349740791	0.165672647811	0.193578100096	0.141102349474	0.00054707220723	2.31407696252e-11	0.228183338182	0.000375045239095	0.257632473882	0.0514565099021	0.0508151801007	0.193307545556	0.298989784614	2.30256439455e-08
AP2C	3	1.96643714896e-18	0.0457596877148	0.451772836487	3.59950722759e-16	2.10751475212e-11	7.6487251618e-10	0.0508274473195	4.85047650521e-10	9.97519219472e-10	6.70890058177e-51	3.63567173419e-32	1.60088239408e-13	2.32391046234e-20	7.41244418994e-40	6.51530623213e-39
ATF7	1	0.00418217015033	0.000528675167053	0.0149733446998	6.52145659764e-05	5.97795742897e-05	0.153625326373	0.323398064873	3.78770952656e-08	0.00743317542121	0.293654516569	0.267883627131	0.00254926863343	0.432715533459	0.117878228506	0.000113405151683
PPARA	4	2.65856842795e-05	1.39887217141e-11	0.00861319886513	0.22641192393	0.0236425985865	6.21286223941e-13	1.1699882245e-14	0.172346037407	1.10343001904e-06	0.480278220217	0.307410121107	0.0361730714701	0.0768611580381	0.0214671274098	1.12159530285e-11
KLF2	1	0.0179508769232	0.0859168116372	0.225426006432	0.493709226029	0.226203385375	0.104296749429	1.98765213585e-05	0.0869688523207	0.169193183777	0.0172077213942	0.000496371094837	0.00645645140492	0.000263623630678	0.0554677448405	0.00678016902502
SP16H	1	0.000136519652509	0.0168647404598	0.449990532961	0.000613815499887	0.249441811101	0.000933910348106	0.00017254306769	0.496923530527	0.431358857709	3.30889778194e-11	2.49710382237e-11	0.0084456165723	4.60290965322e-08	8.21649898839e-08	0.000737463862959
PHF19	3	1.14202254577e-06	7.47730349365e-05	0.000280949047609	0.000173204743706	0.21059243012	3.29051880809e-11	0.210390397175	0.421516334528	0.237879600909	6.16923881136e-08	5.075249636e-18	5.23528447381e-12	4.20292529944e-05	2.94552953574e-09	5.94653731027e-11
KDM2B	10	0.0	0.405757634725	0.398920394494	2.16038057405e-16	3.71744295159e-14	6.09238889317e-12	7.8429286847e-05	1.54930825674e-11	3.37701636915e-11	4.88407328977e-64	3.36466713523e-43	1.61689087459e-16	1.74231599268e-31	4.95035576245e-59	4.07250506263e-53
CHD4	15	4.35171140018e-22	0.20512949727	0.00463237999647	3.97751032733e-23	9.81996964665e-15	2.18345718056e-06	0.0060269348237	7.3877277379e-23	0.00306543300644	4.53221861504e-55	2.07884900727e-40	6.01539892431e-12	4.59085140231e-35	4.5181121757e-43	6.71730527303e-46
TGIF1	2	1.09248120365e-11	0.25885497328	0.00105923118889	8.97376902408e-10	1.86566107022e-11	1.74673825411e-13	2.57547242087e-20	1.41192513038e-08	4.30435157771e-17	8.01659523788e-36	1.50527372602e-05	0.0707054865625	2.6724918736e-07	1.5834703254e-16	7.61292769003e-11
KDM4B	1	2.88404175018e-11	0.0019094957615	0.0214866331726	3.84050911329e-12	3.58708938386e-07	0.000263745859707	0.000516514772149	7.76677545562e-07	5.65256112187e-06	1.02711892237e-22	3.47663350728e-16	4.23240069394e-06	1.28405889034e-22	6.39835419627e-23	6.56189812111e-21
FOXA1	7	6.36781753481e-14	5.96640578798e-09	1.14448493437e-09	6.53883712561e-09	2.34535397937e-18	1.62420380138e-24	0.000105114341679	1.45333754248e-12	1.04262309382e-06	3.13019701251e-23	2.14269268373e-08	0.0174203087586	4.33151367523e-14	1.69682123337e-18	7.7477793421e-34
TLE2	1	0.00578304887921	0.343674527505	2.25090871926e-05	0.305165503503	0.349143577936	0.000731417574716	0.000223130148768	0.0953842501735	0.00501046419663	0.038495169028	0.00065407929216	0.000126750290321	0.000274592216715	0.10386337686	0.00799717912193
TOP2A	3	1.40515452112e-16	0.2037463021	9.06137115743e-07	2.26667512678e-09	2.05427647668e-05	0.000793026093671	0.083515074396	3.89923709805e-07	1.537410864e-09	5.33840686745e-43	1.82664994907e-38	7.38507130226e-19	2.30777244249e-18	7.69872136885e-32	2.67886080133e-36
SMC3	9	8.71812622943e-10	0.039818445912	7.06793913362e-05	7.60753387747e-14	8.26391493339e-17	0.000207249931638	1.25470110319e-08	2.86398283083e-30	3.1808356992e-09	3.25810809678e-17	1.95825864276e-09	0.0954162490625	0.000407828488027	6.12491493101e-08	2.29898149797e-06
CRY2	1	2.15787051057e-06	0.00739547507989	0.478325924319	0.425040641012	0.00996713785015	1.87602819243e-06	6.29287719808e-09	2.6767646174e-07	6.44204205529e-06	5.20449396222e-12	0.000101679354601	0.000661227666984	0.000305810955922	1.92926371501e-11	7.53589954094e-17
E4F1	2	0.076590009514	0.461341251939	0.00149272423633	0.104836530512	0.0787278806075	0.00347203997513	0.0343929286747	0.104351097601	0.329162679607	0.0346674191633	0.174844632903	0.133032119308	0.237139843088	0.407375392413	0.131605949005
EGR2	7	1.05231745065e-10	0.00154124507198	0.237124668991	1.14795005384e-36	8.1573658367e-12	7.92865900443e-14	0.273651523658	1.44901013599e-19	5.1678469485e-05	2.92730518836e-21	0.000473996606795	0.136970051772	2.04695574467e-13	1.02768480365e-12	0.000918581135245
CBP	20	9.96452612527e-14	2.80313694698e-10	2.04891425234e-08	3.58552288633e-49	7.55938409238e-12	1.20260508576e-17	0.00330537340904	1.65916570069e-26	0.00236402165343	2.94520941866e-13	0.0019799599554	0.0186033438456	2.32864123162e-07	5.33080832863e-11	2.91099905192e-24
FOXP3	7	0.00158051864394	0.0190169286896	0.0928887484951	0.317339152818	0.00787990137299	0.000736063998801	0.000368417516804	0.00048689381959	0.00444783843801	0.0184023604561	1.80698662079e-06	0.0310666411819	0.0265570523665	0.00137591591632	6.1988788119e-09
RBBP5	3	5.12145707366e-07	0.000165843173056	8.07036364283e-07	1.27106424029e-15	2.80088343761e-08	2.39032423287e-13	0.000503418757788	9.49782319757e-05	1.83581526545e-07	1.45605149693e-07	0.367033865734	0.0341753702215	1.84506560235e-09	9.79381503107e-10	0.00258855383829
BCL3	1	0.00070762534096	0.000191412476439	0.240040706085	0.000173778355987	3.76403389616e-05	0.0656355651993	0.217141506735	0.00013511892327	0.248804904164	0.000133969450672	0.000265737064139	0.028058963146	9.14942414598e-05	4.34892377205e-06	1.3790520544e-07
ATRX	6	0.000107148303914	0.21268342358	0.109576997473	2.61547586183e-05	0.18643734467	0.498102921331	0.000332546960801	0.000490911933067	0.00081533209433	1.99177951123e-10	1.76919650196e-05	0.00407821936996	1.93886577283e-06	5.99023802003e-06	2.09058394074e-11
NDF2	2	4.77718828147e-08	0.189560151305	0.0580453021006	1.3113475933e-07	7.15548026011e-16	0.437550173043	0.288874860509	8.39039691846e-09	0.399094181589	6.66806333751e-21	1.67144240234e-16	0.00510497710439	0.00315996811018	9.62578574667e-12	4.26327109811e-18
ING1	2	1.90976506988e-18	0.00512380381803	0.000256295324801	2.66824887539e-52	3.03041385546e-16	4.16306214417e-21	4.29530458914e-08	4.33741838115e-18	1.39016684157e-19	1.90224393373e-48	4.23069731012e-09	0.0483294818559	7.04287459826e-11	5.12932575324e-26	5.3364463301e-19
SOX4	1	1.07066009491e-08	0.244099079798	4.69823834365e-06	5.62685651542e-18	8.10319796548e-07	1.33202280538e-05	0.120310679913	2.0104432612e-13	5.67551543936e-09	3.36863514095e-28	0.000144252735352	0.254061947644	6.07874680816e-11	9.7778454077e-11	0.000370690367933
SRF	12	1.06642329783e-13	2.14315145289e-05	0.000242026753478	7.42286777262e-30	3.10133794248e-15	1.16351475307e-14	0.0530862923656	2.40327142353e-17	0.00241554715309	2.89413041974e-30	5.259492136e-13	0.160383068772	3.42034392497e-10	1.78863318346e-22	3.84763234604e-22
MEIS1	11	5.52237799403e-13	0.0299089368642	0.000132582373304	3.82551459757e-14	8.49449378185e-07	5.14658525218e-10	0.00144385246474	0.017756926576	2.47375855169e-18	4.50921237804e-29	1.00758984632e-16	1.33903737577e-05	1.15351503992e-19	3.5574005548e-26	2.33642253517e-22
PKNX1	1	7.87997162656e-07	0.120291274884	0.184786323684	1.55045169073e-06	0.000766585620799	0.000277767146174	0.334755493216	0.000151498264656	9.07255382405e-05	3.14482577773e-17	1.14485131951e-10	0.000920992902038	2.14072705975e-10	4.12044227865e-11	3.60387230532e-14
SIR6	9	9.00917633387e-20	0.000143342217486	0.082374163474	2.97572050909e-44	2.63495850149e-18	1.51026097537e-09	0.00485425971588	8.44057934205e-19	4.30807988852e-15	7.22726503664e-52	1.86185642233e-18	0.274338474436	4.35062700357e-18	1.00752921049e-36	5.81049015303e-35
RXRG	1	0.0204950276542	0.00819788727258	0.0782061985002	0.00339519701541	0.0045898940605	0.00206903283388	0.323222417797	0.00253086015764	0.00135230350718	0.493019642832	0.0248753188491	0.000526933137342	0.0746406059797	0.461218475091	0.453510073641
RARA	7	4.61929117948e-15	0.00283177807838	0.194363426596	1.82994554439e-20	2.34902767459e-06	5.76362283578e-24	5.6442446351e-12	0.000141440401718	2.94587731314e-29	1.8666729333e-29	4.32520799794e-11	0.00494322339498	2.51728252022e-14	6.67430948446e-24	9.3657249615e-28
ZFP42	1	0.00500714783092	0.190604537282	9.59869828675e-06	0.376689779672	0.449812719894	0.375625144584	0.0236608797456	0.0125217721929	0.000758764745922	4.95029312306e-06	0.0107851738324	0.0573615931643	0.000485127629102	0.0014105376038	0.000113507931968
KDM5A	3	3.40788881525e-10	3.19217846253e-15	0.31209676826	4.18773727635e-29	2.1852297427e-05	5.01456481971e-39	0.0494361732829	0.000119632419803	1.01222544089e-11	1.08782810055e-08	0.417260084874	5.9573304493e-05	0.000441695873889	4.11564433861e-08	2.11815949071e-07
PRD14	1	0.0642716214445	0.39424677108	0.0498702252321	0.408879788442	0.25875039091	0.338759697355	0.373915538968	0.0517885030417	0.349615093761	0.000234030250979	2.14254873998e-05	0.250273460397	0.284262370328	0.0357374810906	0.337468978599
TYY1	6	2.89238821452e-17	7.02182667165e-07	1.24531930413e-07	4.27707114884e-41	1.02718179717e-16	2.94236990525e-46	0.0510140637842	2.44416158935e-30	2.93892828335e-08	3.42013536349e-43	0.0306638312513	0.000252134356943	9.57431676879e-10	2.16546739609e-17	1.26299105798e-05
NCOA1	1	1.03816773982e-05	0.0484940922359	4.00072806964e-12	6.61057272769e-06	0.000372941831469	0.00135505892127	9.09932458319e-14	0.0328376570986	9.24599549528e-17	5.12283149578e-08	0.0228935550835	0.0211817286862	0.0210475957571	0.00984963885883	0.183204724098
NR1I2	1	0.0165463378881	0.0964973093626	0.315161778868	0.209094229527	0.183683359817	0.0306050854875	0.0104780888642	0.221883847548	0.0278070084417	2.13402310685e-05	0.00259925561679	0.369657026768	0.437115865665	0.000103620870741	5.37179361857e-05
ERCC3	1	0.0234338441867	0.100842957585	0.000697151074634	0.161391592541	0.334175145568	0.000786499339421	0.0910222364555	0.00302590515683	0.105995686491	0.10660118402	0.00146802435798	0.424225167886	0.0228189648065	0.368520912061	0.00030984382029
RCOR2	1	0.0142976902262	0.488257566957	0.0497288256099	2.1232176248e-05	0.00283355018975	0.058665303371	0.00952582537564	0.00150466775414	0.000471708769115	0.195826516188	0.0155422426614	0.00134333792315	0.452648718684	0.11623816206	0.11969080093
GFI1B	2	6.44618117474e-07	0.316728031532	0.391438202789	4.20322963428e-13	9.52991107327e-07	6.89396717276e-13	0.449787370632	1.30940948891e-18	0.0891819601928	1.86100052986e-10	0.0334417790616	0.0089213664221	4.41724232256e-13	1.79028762936e-09	0.0270921318822
BMI1	3	0.00481052530282	0.323274836694	0.018562125607	0.0341339786212	0.0748981378636	0.000296756867723	0.448429025852	0.0788835360878	0.0443687978993	0.156858120166	4.60594719822e-07	8.44008972268e-06	0.00013455167984	0.00144875480554	0.00418429158475
IRF8	12	0.0	5.57294649845e-05	0.310635481624	7.21343982409e-35	0.421899361668	3.56510731608e-05	1.48119186598e-34	2.50091609745e-79	5.14226993946e-52	3.9794737599e-25	9.09250744886e-56	7.75854096827e-78	9.12815128989e-21	3.04026542788e-45	4.60432738547e-60
T2AG	1	0.00602598611009	0.0499779175148	0.0148990655828	0.270878597063	0.00619938609913	0.042158165212	0.000385447104418	0.150889260765	4.63855488334e-05	0.0808848068479	0.135303242769	0.00338580423019	1.14967922381e-08	0.0300756801381	0.0456895144211
MTOR	1	6.02291814613e-05	0.000436634586508	1.02060402059e-09	2.51266378554e-07	0.047491538824	0.0609734562094	8.06435230898e-09	0.000616339942168	1.45495416091e-13	1.72622955114e-10	0.178260115921	0.3152786772	0.319814067481	0.0380084027713	0.298928263214
SRY	1	0.000640830446854	0.00151593161649	0.00411016353566	0.0202899780025	0.0228554096598	0.00219792576153	3.29229577216e-05	3.36075891757e-07	0.0929198669453	5.18876814304e-06	1.64677387733e-05	0.000856842155362	0.000970969677642	0.0234933340316	0.000180628986146
PKNX2	1	1.48491535256e-05	0.165939179745	0.0010447834682	0.119373897617	0.213357200301	0.0180915742451	0.0842515524743	0.343800008093	0.00229533985932	1.1712238908e-07	2.12990786433e-10	4.06260793224e-11	4.40347783092e-07	1.89017784988e-12	5.65614543289e-12
FOXL2	1	7.48227585169e-08	1.82008501926e-05	0.0726975865843	0.019531575783	5.10215140213e-12	2.38594472252e-13	0.0136078640367	5.31242666249e-08	0.251377470737	2.7691286971e-09	0.000131212249404	0.00388753611255	9.50790468286e-17	1.33360866998e-14	1.68342935876e-14
SRBP2	1	1.28378799033e-06	1.06886273373e-20	1.84393419372e-05	4.43072306707e-06	0.443029486531	0.0966492561104	0.088314086513	0.445520736078	0.0461668208801	1.520068486e-05	1.97535238443e-06	1.02030229401e-13	2.99668447448e-12	2.04078888549e-07	2.59555145109e-07
E2F4	11	8.31675105985e-13	0.0677591685118	0.0191901021411	5.34640833798e-28	4.19954388845e-20	3.1393723945e-25	0.421912629589	2.00629665608e-14	3.84149194736e-10	6.64833840643e-37	4.23963382614e-05	0.00208090061464	2.50765210221e-09	4.70651680088e-15	3.67131870635e-06
CNOT3	1	0.00912508355419	0.0795575574745	0.0107835308636	0.32664009008	0.0852922213618	0.273599137068	0.0201646686537	0.0229118576196	0.234371633466	8.06139309508e-06	0.00170404818221	0.0334068709338	0.00178194158081	4.4743300509e-05	0.00107120884127
NPAS2	1	0.000117305525844	0.00987195483782	0.00256718135574	0.277498663656	1.18424061091e-07	0.063046100776	1.92228915748e-10	2.62899131648e-05	5.39443851639e-16	0.000743010557442	0.0135419607647	0.0880752250105	0.0100641951338	0.000153322031245	0.477278394949
RPB1	28	0.0	1.15551116363e-07	0.0266953741665	6.15575537514e-51	3.0547503879e-27	2.12872287911e-42	0.0672892593279	1.51867533565e-38	4.34746801928e-09	4.18352852242e-70	8.60254145413e-20	0.00533474295647	3.197825068e-27	4.34091307144e-50	8.49934856853e-39
NFYB	1	0.00014014863913	0.280360757296	0.220269305788	1.0523153035e-08	5.17270444335e-06	1.36088012641e-06	0.430550586748	0.229189027635	7.95532001683e-05	1.43723974068e-07	3.50965476061e-06	0.000769986774118	5.76460342431e-05	5.47772989491e-06	0.000256074992681
CCND1	1	4.53675033073e-08	0.447444484392	0.00137763059101	2.80789860104e-09	0.000220084070145	1.91138301063e-09	0.22886877593	1.6877984853e-07	0.0647087143056	6.78482714491e-18	6.44917923154e-11	3.78749221548e-05	8.2460446851e-11	1.20124085726e-17	5.23718545145e-12
SOX17	4	3.88035040409e-16	0.0378780298136	0.0323365432224	7.46895348942e-24	1.73426089572e-07	5.647716018e-11	8.20112413661e-10	7.26156330489e-08	1.89097532691e-18	1.22869651744e-38	2.00005436606e-19	2.56263128436e-06	5.22769132088e-21	2.89206771509e-25	1.82635374354e-32
TLE4	1	0.00578304887921	0.343674527505	2.25090871926e-05	0.305165503503	0.349143577936	0.000731417574716	0.000223130148768	0.0953842501735	0.00501046419663	0.038495169028	0.00065407929216	0.000126750290321	0.000274592216715	0.10386337686	0.00799717912193
CBX7	4	6.92760364223e-05	0.262955998815	6.9065750846e-05	0.0275376351464	0.166062705505	0.219641003332	9.79141022691e-06	0.0944117134453	0.0080500901717	1.55042846927e-05	8.09873003316e-11	9.73892126329e-08	0.000213379724016	1.08055921064e-07	1.53197386062e-10
SIR1	3	4.27735136097e-07	0.0220412266864	0.0014285142079	4.27242348282e-10	0.000499956826574	3.24808416733e-05	0.000321697681172	0.0261453230404	2.23791468362e-08	2.83164146664e-18	1.68676749538e-05	0.00324309894381	6.93726652109e-09	5.52538417391e-10	2.81063573247e-13
PRDM1	3	0.0201565435437	0.0834604511015	0.345227388588	0.0755723323039	0.00950957411109	0.227945251777	0.00312189030837	0.000313040083774	0.226645577794	0.000281744295315	0.0370934959791	0.255127808647	0.000284951852798	0.00770950477551	0.298408326611
GCR	23	0.000889736139788	0.424254303723	4.36615736569e-06	0.0553395085024	0.207274385115	0.0839376728083	3.60873622276e-08	1.05604185275e-07	0.0786886272499	0.307048265253	0.498417441131	0.128010619213	0.0297561599739	0.0150335908162	4.15680846866e-14
DDIT3	1	0.00564253323189	0.376418431866	0.499391333252	6.37003278547e-06	0.00328037262885	4.26040937736e-06	3.42002652457e-06	0.000445887109168	0.000361039638097	0.00346442225869	0.0978859000745	0.115124335539	0.428252317522	0.485316820275	0.443564988783
HTF4	1	1.85134960361e-08	0.063026880613	6.3182014455e-09	0.0051559776357	1.6543513554e-06	1.86915692101e-13	0.304604238744	0.0541709948786	0.0567150636108	3.21718447749e-14	3.14041085826e-30	1.82211741485e-07	4.23653175965e-09	1.14246468449e-06	1.04964171103e-11
EP400	3	3.15731591169e-16	0.0645211031893	0.185718555849	4.95657846079e-11	9.76136536496e-11	7.3862973244e-11	0.00646297863202	1.17134012259e-06	5.76228745183e-08	6.84761911869e-37	1.97296833243e-27	1.77169453547e-12	1.80761117229e-23	3.75836191434e-37	3.22042570024e-36
NOTC1	5	3.02523310497e-09	0.172095420846	0.0877507296844	6.08167669769e-15	4.31096958339e-06	5.45925827845e-08	0.354325567523	1.51932658461e-14	0.00861216777596	5.62932759577e-28	2.62959852191e-12	0.000643816660515	3.8881805083e-10	1.37704790292e-15	1.05172471641e-08
GATA1	29	1.37693947915e-06	7.88605037728e-05	0.167501334805	0.00080095859779	2.15733676889e-08	0.00453256585671	1.94711674056e-05	5.86642495648e-18	0.0213560107097	1.93048009867e-26	0.114144246389	9.33530120822e-05	0.0228238740468	2.07200833883e-06	0.00358710247075
STAT1	38	0.0	2.09619373717e-20	0.00447378622043	7.38451422708e-85	2.82937185156e-05	2.6612397816e-33	2.16182713558e-37	3.11057406377e-115	1.31578729271e-32	5.82253549609e-11	3.1997442474e-84	2.70494389252e-103	1.57433490243e-13	4.27186096888e-40	1.64402801732e-57
DPY30	1	3.00381568473e-09	0.00530198179209	2.62278098532e-05	4.45490107435e-17	1.80119783561e-06	4.41563698989e-15	5.15819803276e-06	0.00103485592602	6.74568690425e-12	3.46378741002e-17	9.69859841936e-05	0.154041606337	8.06987973883e-09	1.46954424033e-15	4.47178352842e-13
FOXP2	1	0.0138815358702	0.000391558296021	0.00212713971598	0.000172747352511	0.00186623344221	0.00546637627732	0.0149519109681	0.000679525783525	0.0103280882205	0.0975673749387	0.289136214117	0.243077898433	0.261247650099	0.146000829034	0.244891132039
EP300	67	2.01277679112e-14	0.000164470902971	0.118694355419	3.87730605091e-41	2.79206763566e-14	2.18206021864e-11	0.00422363970158	9.80584608867e-26	2.1895393052e-09	2.21049985282e-40	1.02492495282e-05	0.0425150648887	2.31408338893e-20	1.32687943457e-15	1.4482254651e-06
CTCFL	1	2.30196244484e-09	0.168216841321	6.29978631099e-08	0.0067764648146	5.85476651815e-07	0.0418416168066	0.00294105236816	8.63867983589e-13	0.00438334252326	1.57219508275e-14	1.07132517304e-21	7.49007454538e-12	4.44892901894e-09	2.49228280737e-15	4.28091428753e-18
NBN	2	0.00990908149422	0.115949892232	0.0016679706479	0.000148615503355	0.0618733312051	0.0160598996478	0.194957746204	1.08297760288e-07	0.00235778898931	0.0463401879075	0.101085153749	0.00036942704342	0.332584290157	0.470148443584	0.228729887174
LHX2	2	0.0525527446178	0.00382786142778	0.0423987913549	0.0557698736569	0.107769981126	0.00137067530883	0.0348134251053	0.356928206737	0.419684108897	0.0714376411467	0.29921201227	0.175673315437	0.110626923123	0.131392109741	0.00322033977573
RBTN2	3	0.000375256312557	0.00545257305293	0.190355538411	0.00126606527411	0.00623419146184	0.414648821926	0.00690449194513	2.2543813062e-14	0.288616576964	2.60588916731e-13	0.0406370016927	0.00313346324954	0.000621507129369	0.000816016969289	0.42754372136
MBD2	6	1.25420936702e-07	0.159622925577	4.81977069349e-19	0.00555210785113	0.387481157595	0.326640241229	0.00349226135141	0.00296799377129	0.00967835796839	3.14813171078e-15	1.12419519394e-23	7.69893286957e-11	0.000154319538086	2.77551512135e-07	3.76547422417e-10
PIT1	1	2.70532031539e-08	8.72224234878e-08	0.00476728914852	3.47621866916e-14	7.78791525132e-11	3.69554014418e-16	0.0165162341302	0.000181800131378	0.0155474087821	1.48848060439e-15	3.86648330766e-08	0.170716514254	1.31315539247e-08	1.11685799394e-11	4.0192374843e-09
IRF4	32	1.09694291734e-16	2.334706424e-13	0.00948337327961	9.282213038e-55	4.56422547119e-18	3.33155330969e-40	0.00026698145818	8.33805061532e-47	0.142947288644	5.65082311995e-11	2.81770933828e-09	5.53836403844e-21	0.00125652288525	0.19986708181	1.65841515035e-05
NFIL3	1	0.00537420811244	8.38045333012e-05	0.169596491678	0.0778389207052	0.198332063814	0.168556002356	1.05413482182e-14	0.307511290215	0.000472712326657	0.0410545554208	0.0179561051261	0.179397429666	0.369155401057	0.0671253725209	0.0902702384529
MSL1	1	0.0256435114906	0.0363476418679	0.113033030745	0.307867447016	0.224218907631	0.168891514383	0.00157120914322	5.17683927005e-06	0.258609756805	4.45303431744e-07	0.162014526691	0.411211643251	0.229910975584	0.407148549924	0.190032508528
GABPA	2	5.67817509592e-10	2.45654617774e-10	0.183122470072	1.84068997235e-17	2.03062717091e-11	1.85437483553e-28	0.0462658196152	2.44441392183e-20	0.00663657218879	5.03654249582e-11	0.149391381644	0.0789122535489	2.04298850523e-08	2.82586895249e-12	4.5149061641e-10
ATF4	3	6.2056234654e-11	0.0920458825194	0.000561707223331	1.77096754475e-14	2.67247423536e-07	4.68320228095e-11	3.02113871629e-15	8.35955597466e-10	1.10901987237e-15	4.64028463279e-34	0.000215837625856	0.00801309578381	2.01418720334e-07	1.52852254794e-13	1.583716609e-11
TIF1B	9	1.19183634575e-06	0.339960277457	0.360311767973	3.53687139954e-10	0.00045173130926	0.0597925712456	0.00344168052516	3.24359933184e-05	1.40619208482e-05	2.088272984e-17	3.45053784611e-08	0.0372322892798	2.12592793385e-07	2.94565715361e-11	3.78105064766e-14
PO2F2	1	0.00313043634698	0.000565122439231	0.000168106292686	0.000159258695513	0.0141370864591	0.438056378308	0.00813173007291	0.272098663927	0.000794953095597	0.216756887052	0.0618182240155	0.000480554495077	0.000226514319015	0.00167921607096	2.15012396904e-05
BRD2	3	1.09554845165e-07	0.0107300546865	0.0619367363728	6.25800498046e-11	8.49332060951e-10	5.39010651306e-29	0.121391883878	1.3595056413e-18	0.399437663513	1.07312939244e-11	0.274769158431	7.56355039386e-05	0.00152845343356	9.90001272875e-07	0.000847086591484
RAD51	2	0.0726489404472	0.0382965755264	0.473028301237	0.00689398028457	0.494816918373	0.313651457159	0.00239400231357	0.112483179274	0.458245741701	0.0999705384999	0.0155879925161	0.0295274158961	0.184839890821	0.070673762163	0.079350354337
TBX5	1	1.23357454085e-05	0.0183932183634	0.143506660565	9.19018375838e-05	9.0719298423e-05	0.00386129221927	0.0898657396946	2.53043697036e-08	0.107046596842	1.97206290782e-12	2.33203578091e-08	0.00107005514301	4.04632260619e-07	4.6671066372e-10	9.82870563484e-09
ZFX	1	2.07949293504e-10	5.02727672674e-05	0.0217353721565	7.67037954711e-20	2.09429743748e-08	1.88409606862e-25	0.191680142245	4.8025887164e-06	1.55763766807e-09	2.7700596727e-16	1.18478411771e-06	0.131598015249	1.66561049231e-11	1.70537657926e-15	4.8602181987e-16
KDM5C	2	0.0143386278112	0.171088266159	0.0020045937399	0.0703607502467	0.155474977792	0.067954033047	1.30799087376e-06	0.337361995365	7.17153750449e-07	0.059515251976	0.0460218159983	0.00696455878041	0.148836507337	0.220751349561	0.307073168956
